"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
"Not informed","Yes","Not informed","No","Early detection of cutaneous radiation injury","Yes","Not informed","In vivo mouse model","4","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Detection of cellular changes","Both RCM and TPM detected changes before clinical symptoms","No","No","Not informed","Comparison between reflectance confocal microscopy and 2-photon microscopy in early detection of cutaneous radiation injury in a mouse model in vivo"
