"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Human Skin Color Detection Technique","Yes","New","No","Detection","Not informed","Not informed","Not informed","Not informed","Not informed","Threshold value-based skin detection","Experimental results on different color models","Not informed","Not informed","Yes, compared with different color models (RGB, HSV, YCbCr, CMYK)","Skin detection accuracy","Suitable results for detection of human skin color using different color models","No","Not informed","Not informed","Human Skin Color Detection Technique Using Different Color Models"
"Multi-objective Based Chan-Vese Method","No","New","Yes, hybrid approach combining active contour method and fuzzy set methods","Segmentation","Not informed","Breast cancer","Mini Mammogram Image Analysis Society (MIAS) database","Not informed","Not informed","Not informed","Comparison with other approaches using success measurement","Not informed","Not informed","Yes, compared with different methods","Success measurement","Proposed approach is superior to different methods","No","No, only tested on MIAS database","Not informed","Multi-objective Based Chan-Vese Method for Segmentation of Mass in a Mammogram Image"
"Ensemble Learning Method","No","New","Yes, using ensemble learning on mammogram data","Classification","Not informed","Breast cancer carcinoma","Mammogram data","Not informed","Not informed","Not informed","Comparative study on various CNN models","Not informed","Not informed","Yes, compared with other CNN models","Precision of breast cancer prediction","Not specified","No","No","High heterogeneity and multifaceted nature of mammogram data","An Ensemble Learning Method on Mammogram Data for Breast Cancer Prediction—Comparative Study"
"DC-UNet","Yes","Existing","No","Segmentation","Not informed","Not applicable (inflammatory skin diseases: atopic dermatitis and psoriasis)","High-frequency ultrasound images","Not informed","Not informed","Original images resized to 512×256 pixels","Comparison of segmentation results using different neural network architectures and training parameters","Not informed","Not informed","Yes, compared with U-Net and CFPNet-M","Dice coefficient","Highest Dice coefficient: 0.943 for epidermis and 0.93 for subepidermal low echogenic band layer segmentation","No","Not informed","Not informed","Study on the Impact of Neural Network Architecture and Region of Interest Selection on the Result of Skin Layer Segmentation in High-Frequency Ultrasound Images"
"TRUST (algorithm for improving albedo estimation and fairness)","Yes","New","Yes, using scene disambiguation to improve albedo estimation","Estimation of skin tone/albedo","Not informed","Not applicable (skin tone estimation)","FAIR (facial albedo evaluation benchmark)","Not informed","Yes, subjects are balanced in terms of skin color","Not informed","Experimental results on FAIR dataset","Not informed","Not informed","Yes, compared with state-of-the-art methods","Individual Typology Angle (ITA) metric and fairness","Significant improvement in albedo estimation accuracy and fairness","Yes","No, only tested on FAIR dataset","Not informed","Towards Racially Unbiased Skin Tone Estimation via Scene Disambiguation"
"Deep oversampling technique","Yes","New","No","Classification","Not informed","Not applicable (acne classification)","Imbalanced dataset (not specified)","Not informed","No, imbalanced data","Not informed","Experimental results using several criteria","Not informed","Yes, using deep oversampling technique","Yes, compared with benchmark approaches","Performance comparison on imbalanced data sets","Proposed method outperforms benchmark approaches","No","Not informed","Not informed","Deep Oversampling Technique for 4-Level Acne Classification in Imbalanced Data"
"Not informed","Yes, mentions skin lesions and tumors","Not informed","No","Review of current trends in machine learning for healthcare","Not informed","Various, including skin cancer and brain tumors","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Shortage of well-trained radiologists and overwhelming amount of digital medical data","Machine Learning in Healthcare: Current Trends and the Future"
"CASTA (Clinical Assessment System for Tuberculosis Analysis)","Yes","New","Yes, using medical photography and image processing techniques","Analysis of tuberculosis using Mantaux test","Yes, extracting geometric features from images (area, perimeter, length, breadth)","Not applicable (tuberculosis analysis)","Forearm images from patients stored on AWS S3 Bucket","Not informed","Not informed","Medical photography and image segmentation","Minimizing errors and inconsistencies in reading and interpretation of skin test outcomes","Not informed","Not informed","No","Quantification of wheal size using area, perimeter, length, breadth","Enhanced automation of healthcare informatics at clinics and hospitals","No","Not informed","Not informed","CASTA: Clinical Assessment System for Tuberculosis Analysis"
"Not informed","No","Not informed","Not informed","Survey on soft biometric techniques","Yes, using various pre-processing techniques for soft biometric traits","Not applicable","Not informed","Not informed","Not informed","Various pre-processing techniques for soft biometric traits","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","Not informed","Soft biometric traits do not possess universality and permanence factors like hard biometrics, and accuracy needs to be improved","A Survey on Soft Biometric Techniques"
"Not informed (review of various AI-based models)","No","Not informed","Yes, discusses combination of machine learning, deep learning, transfer learning, and extreme learning machine","Classification/Detection","Not informed","Breast cancer","2D or 3D mammograms images (not specified)","Not informed","Not informed","Not informed","Review of various models and their performance metrics (sensitivity, specificity)","Yes, discusses transfer learning as one of the AI-based models","Not informed","Yes, compares different AI-based models (ML, DL, TL, ELM) for breast cancer detection","Sensitivity and specificity","Not informed (review of various studies)","No","Not informed","Discusses limitations of current models, including false-positive and false-negative results","Recent Advances on Mammogram Imaging for Breast Cancer Analysis: A Technological Review"
"Not informed","Yes","Not informed","Not informed","Diagnosis and treatment of dermatological diseases","Not informed","Skin cancer, among others (rosacea, acne)","Approximately 50 products/articles reviewed using PRISMA methodology","Not informed","Not informed","Not informed","Systematic review of existing literature","Not informed","Not informed","No, a systematic review rather than a comparative study","Diagnostic accuracy, early detection, and improved quality of patient care","Digital technologies improve diagnostic accuracy, enable early detection, and enhance patient care","Not applicable (systematic review)","No, a systematic review rather than an experimental study","Not informed","Analysis of the use of digital technologies in the preliminary diagnosis of dermatological diseases: a systematic review"
"Not informed (review article)","Yes","Not informed","Not informed","Diagnosis and treatment of psoriasis","Not informed","Psoriasis (not a cancer, but a skin disease)","Not informed","Not informed","Not informed","Not informed","Review of existing studies","Not informed","Not informed","Not informed","Accuracy, treatment efficiency, data processing time, patient survival predictions","ML techniques increased diagnosis accuracy by 35%, improved treatment efficiency by 29%, reduced data processing time by 21%, and increased success rate of patient survival predictions by 15%","Not informed","Not informed","Data limitations, complexity of algorithms, need for high expertise to implement ML techniques","A comprehensive study on the application of machine learning in psoriasis diagnosis and treatment: taxonomy, challenges and recommendations"
"Not informed (survey paper)","Yes","Not informed (various architectures discussed)","Yes, discusses hybrid and multimodal techniques for classification","Classification","Discusses handcrafted features and deep learning-based approaches","Skin cancer","HAM10000, ISIC archive, among others","Not informed","Not informed","Not informed","Comprehensive investigation and critical analysis of various approaches","Discusses transfer learning as a technique for skin lesion analysis","Not informed","Yes, compares various machine learning and deep learning-based approaches","Diagnostic accuracy and reliability","Not informed (survey paper)","Yes, discusses state-of-the-art techniques for skin cancer classification","Yes, discusses various datasets used in skin cancer research","Highlights limitations of traditional diagnostic methods and machine learning approaches","Decoding skin cancer classification: perspectives, insights, and advances through researchers’ lens"
"Deep Neural Network (DNN) with bio-inspired optimization techniques","Yes","Existing, enhanced with Particle Swarm Optimization and Bat Algorithm","Yes, combining deep learning and genetic optimization techniques","Classification","Yes, using Convolutional Neural Networks (CNN) models such as MobileNet, Xception, and Inception","Melanoma and non-melanoma skin cancers","ISIC, HAM10000 datasets","Not informed","Not informed","Not informed","Evaluation based on varying optimizers and model performance","Yes, using pre-trained CNN models with fine-tuning","Not informed","Yes, compared different architectures (MobileNet, Xception, Inception) and optimization techniques (Particle Swarm Optimization, Bat Algorithm)","Classification performance metrics (not specified)","Xception with Bat Algorithm performed best due to complex network architecture","No","Yes, tested on ISIC and HAM10000 datasets","Not informed","Skin Cancer Prediction by Incorporating Bio-inspired Optimization in Deep Neural Network"
"RvXmBlendNet (Multi-architecture Hybrid Model)","Yes","New","Yes, combining ResNet50, VGG19, Xception, and MobileNet models with self-attention mechanisms and adaptive content blocks","Classification","Yes, using techniques like OpenCV-based hair removal, min–max scaling, and adaptive histogram equalization","Skin cancer","HAM10000 dataset","Not informed","Not informed","Yes, using OpenCV-based hair removal, min–max scaling, and adaptive histogram equalization","Comparative study with individual models (CNN, ResNet50, VGG19, Xception, and MobileNet)","Not informed","Not informed","Yes, compared with individual models (CNN, ResNet50, VGG19, Xception, and MobileNet)","Accuracy comparison on dermoscopic image classification task","RvXmBlendNet achieved the highest accuracy of 98.26%, surpassing other models","Yes","No, tested only on HAM10000 dataset","Not informed","RvXmBlendNet: A Multi-architecture Hybrid Model for Improved Skin Cancer Detection"
"Hybrid MOA-FCM segmentation algorithm with ANN classifier","Yes","New","Yes, using hybrid MOA-FCM for segmentation and ANN for classification","Classification","Yes, using grey-level co-occurrence matrix (GLCM)","Not applicable (acne prediction)","Facial images with acne (dataset not specified)","Not informed","Not informed","Yes, using image resizing, Lucy–Richardson deconvolution, and contrast stretching","Comparison with existing methods","No","Not informed","Yes, compared with existing techniques","Accuracy, precision, specificity, and error","Proposed model achieves accuracy of 0.97, precision of 0.96, specificity of 0.98, and error of 0.027","Yes","Not informed","Not informed","Severity level prediction of acne using hybrid MOA-FCM segmentation algorithm with ANN classifier"
"EfficientNet-B0","Yes","Existing","No","Classification","Yes, using convolutional neural networks","Melanoma skin cancer","Not specified (image data set)","Not informed","Not informed","Image normalization and augmentation, segmentation","Rigorous evaluation using multiple metrics","Not informed","Yes, used image augmentation techniques","Yes, compared with ResNet-18 and basic CNN","Accuracy, sensitivity, specificity, F1-score, precision, error rate, Mathew’s correlation coefficient, geometric mean","EfficientNet-B0 achieved an accuracy of 97%, outperforming ResNet-18 (87%) and basic CNN (80%)","No","Not informed","Not informed","Classification of melanoma skin Cancer based on Image Data Set using different neural networks"
"JAKi (Janus Kinase Inhibitors) as treatment for Toxic Epidermal Necrolysis (TEN)","Yes","Not applicable","No","Treatment of TEN","Deep visual proteomics, single-cell-based, cell-type-resolution proteomics","Not applicable (Toxic Epidermal Necrolysis is a skin disease, not cancer)","Formalin-fixed, paraffin-embedded archived skin tissue biopsies of three types of cutaneous drug reactions","Not informed","Not informed","Not applicable (proteomics analysis)","In vitro and in vivo experiments, clinical trials on patients with TEN","Not applicable","Not applicable","No","Clinical and histological disease severity, cutaneous re-epithelialization and recovery in patients with TEN","JAKi treatment was safe and effective in reducing disease severity and promoting recovery in patients with TEN","Not applicable (new therapeutic approach)","Yes, tested on two distinct mouse models of TEN and seven patients with TEN","Not informed","Spatial proteomics identifies JAKi as treatment for a lethal skin disease"
"Enhanced MobileNet with fused spatial channel attention mechanism","Yes","New","Yes, combining convolutional neural network and novel attention mechanism","Classification","Yes, using convolutional neural network for local receptive field information extraction","Skin cancer","International Skin Imaging Collaboration 2019 (ISIC-2019)","Not informed","Not informed","Not informed","Experimental results on ISIC-2019 dataset","Not informed","Not informed","Yes, compared with state-of-the-art algorithms","Precision, Recall, F1-score","Proposed approach demonstrates superiority over state-of-the-art algorithms","Yes","No, only tested on ISIC-2019 dataset","Not informed","Enhanced MobileNet for skin cancer image classification with fused spatial channel attention mechanism"
"CAD-PsorNet: deep transfer learning for computer-assisted diagnosis of skin psoriasis","Yes","Adaptation","No","Classification","Yes, using convolutional layers with various edge, shape, and color filters","Psoriasis (chronic, inflammatory, lifelong skin disorder)","Dataset of 325 raw images collected from a local hospital, processed to generate 496 image patches","496 image patches","Not informed","Normalized and resized for model training","Hyper-parameter tuning using grid search, comparison with non-machine learning-based diagnostic methods","Yes, using four state-of-the-art deep transfer learning models: VGG16, VGG19, MobileNetV1, and ResNet-50","Not informed","Yes, compared with non-machine learning-based diagnostic methods","Sensitivity (94.84%), specificity (89.37%), overall accuracy (97.24%)","MobileNetV1 achieved the best performance, with 94.84% sensitivity, 89.37% specificity, and 97.24% overall accuracy; after hyper-parameter tuning: 94.25% sensitivity, 96.42% specificity, and 99.13% overall accuracy","No","No","Dependent upon high-quality input images, may not generalize well across diverse demographics or psoriasis variations","CAD-PsorNet: deep transfer learning for computer-assisted diagnosis of skin psoriasis"
"CanDark (Cancelable DarkNet-53)","Yes","New","Yes, combining CNN and hashing techniques","Classification","Yes, using DarkNet-53 CNN for deep feature extraction","Not applicable (Monkeypox disease)","Not specified","Not informed","Not informed","Not informed","Evaluation using various assessment metrics (accuracy, specificity, precision, recall, fscore)","Yes, utilizing pre-trained DarkNet-53 CNN model","Not informed","Yes, compared with other state-of-the-art Monkeypox diagnostic techniques","Accuracy, specificity, precision, recall, fscore","CanDark model achieved an accuracy of 98.81%, a specificity of 98.73%, a precision of 98.9%, a recall of 97.02%, and f_score of 97.95% using IoM-URP hashing technique","Yes","Not informed","Not informed","Leveraging convolutional neural networks and hashing techniques for the secure classification of monkeypox disease"
"Not informed (review article)","Yes","Not informed","Not informed","Diagnosis and management of psoriasis","Automated pattern recognition using machine learning algorithms","Not applicable (psoriasis is a chronic inflammatory skin disease)","Not informed","Not informed","Not informed","Standardized photo documentation","Not informed","Not informed","Not informed","Not applicable (review article)","Not informed","Not applicable (review article)","Not applicable (review article)","Not informed","Validation of current models, integration into clinical workflows, lack of diversity in training-set data, and need for standardized imaging protocols","Image-Based Artificial Intelligence in Psoriasis Assessment: The Beginning of a New Diagnostic Era?"
"Skin scar recognition platform based on advanced deep learning and weighted aggregation network fusion method","Yes","New","Yes, using residual network-based CNN model and logistic regression model with L1 regularization","Classification/Discrimination","Yes, using deep feature extraction techniques","Not applicable (scar tissue discrimination)","Unspecified dataset containing images and gene expression samples","Not informed","Not informed","Not informed","Experimental results on test datasets","Not informed","Not informed","No","Accuracy (98.26% for image discrimination, 100% for gene discrimination, and 98.23% for multimodal discrimination)","Proposed platform achieved high accuracy in scar tissue discrimination tasks","No","Yes, tested on unimodal (image) and multimodal (image + gene expression) datasets","Not informed","Multi-functional scar tissue discrimination platform construction and exploration of molecular mechanism for scar formation"
"Not informed","No","Not informed","Not informed","Literature survey on loss of fingerprint features due to physiological factors","Not informed","Not applicable","Publicly available ageing, skin diseased and wrinkled fingerprint datasets","Not informed","Not informed","Not informed","Performance evaluation metrics","Not informed","Not informed","Not informed","Performance evaluation metrics (not specified)","Not applicable","No","Yes, publicly available ageing, skin diseased and wrinkled fingerprint datasets","Lack of existing literature on challenges associated with loss of fingerprint features and recognition failure","Loss of fingerprint features and recognition failure due to physiological factors- a literature survey"
"Customized CBAM-DenseNet-attention model","Yes","New","Yes, using Convolutional Block Attention Module (CBAM) and Spatial Attention (SA)","Classification","Not informed","Lumpy skin disease virus (LSDV), chicken pox, and monkey pox","Collected dataset from online sources and veterinary farms in Pakistan","Not informed","Not informed","Data augmentation used to improve model performance","Experiments performed using various deep learning models (VGG-16, ResNet-50, MobileNet-V2, custom-designed CNN, and Inception-V3)","Not informed","Yes, used to improve model performance","Yes, compared with state-of-the-art studies (VGG-16, ResNet-50, MobileNet-V2, custom-designed CNN, and Inception-V3)","Accuracy comparison on LSDV detection and classification tasks","99.11% accuracy obtained on the augmented dataset and 94.23% accuracy achieved with the original dataset for chicken pox, monkey pox, and LSDV","Yes","No (only tested on collected dataset)","Not informed","Prediction of lumpy skin disease virus using customized CBAM-DenseNet-attention model"
"Modified deep semantic segmentation model using EfficientNet-B3 and UNet","Yes","New","Yes, combining EfficientNet-B3 with UNet","Segmentation","Yes, using EfficientNet-B3 as backbone","Non-melanoma skin cancer","Histopathology dataset for Non-melanoma skin cancer segmentation","Not informed","Not informed","Not informed","Comparison with existing literature","Yes, using pre-trained EfficientNet-B3 model","Not informed","Yes, compared with existing literature","Average class accuracy and overall accuracy","Increase in average class accuracy from 79 to 83% and overall accuracy from 85 to 94%","Yes","No, tested on a single dataset (Non-melanoma skin cancer segmentation for histopathology)","Not informed","A Modified Deep Semantic Segmentation Model for Analysis of Whole Slide Skin Images"
"Integration of social spider optimization (SSO), error correcting output codes (ECOC) with weighted hamming distance, and convolutional neural network (CNN)","Yes","New","Yes, combining SSO, ECOC, and CNN","Classification","Yes, using CNN to extract significant features from the region of interest","Skin cancer","ISIC-2017 and ISIC-2016 databases","Not informed","Not informed","Yes, involving removal of unnecessary data and segmentation using K-means clustering and SSO","Testing on samples from the ISIC-2017 and ISIC-2016 databases","Not informed","Not informed","Yes, compared with standard classifiers and other methods","Accuracy on both datasets (ISIC-2016: 97.10%, ISIC-2017: 95.17%)","State-of-the-art accuracy on both datasets, outperforming compared methods by at least 1.17%","Yes","Yes, tested on ISIC-2016 and ISIC-2017 databases","Not informed","Diagnosing skin cancer using social spider optimization (SSO) and error correcting output codes (ECOC) with weighted hamming distance"
"Lightweight vision image transformer (LViT) model","Yes","Existing, with transfer learning","No","Classification","Not informed","Melanoma and other forms of skin cancer","Extensive dataset (not specified)","Not informed","Not informed","Not informed","Experimental results over 25 and 100 epochs","Yes, using transfer learning with ViT-B16 model","Not informed","No","Accuracy, sensitivity, and specificity","93.17% accuracy over 25 epochs and 95.82% accuracy over 100 epochs","No","Not informed","Not informed","Lightweight vision image transformer (LViT) model for skin cancer disease classification"
"Transfer learning-based deep learning techniques using VGG16, EfficientNetB4, and ResNet","Yes","Existing","No","Classification","Not informed","Brain tumors, skin diseases, lung diseases","Multi-disease dataset (including chest X-rays, MRI scans, CT scans, and skin lesions)","Not informed","Not informed","Not informed","Test dataset evaluation","Yes, using pre-trained models (VGG16, VGG19, ResNet, InceptionV3, EfficientNetB4)","Learning rate annealing","Yes, compared with other deep learning algorithms (ResNet, InceptionV3, etc.)","Accuracy on test dataset","EfficientNetB4 achieved an accuracy of 94.04% on the test dataset","No","Yes, tested on multi-disease dataset (including chest X-rays, MRI scans, etc.)","Not informed","A novel method for the detection and classification of multiple diseases using transfer learning-based deep learning techniques with improved performance"
"Two-level multi-column convolutional neural network architecture","Yes","New","Yes, using DICOM images and multi-column CNNs with additional information from patient tags","Classification","Not informed","Skin cancer (cancerous and non-cancerous)","ISIC 2020 dataset (DICOM formatted data)","Not informed","Not informed","Preprocessed images used in one of the comparison models","Tenfold cross-validation and evaluation metrics (accuracy, F1-score, specificity, RMSE)","Not informed","Not informed","Yes, compared with three other models (raw images alone, preprocessed images alone, MobileNet architecture from previous work)","Accuracy (training, validation, testing), F1-score, specificity, RMSE","Proposed model achieved high accuracy when compared with other models","Yes, comparative analysis carried out with a previous work on the same field published in 2019","No (only ISIC 2020 dataset used)","Not informed","An intelligent skin cancer detection system using two-level multi-column convolutional neural network architecture"
"ThermoNet","No","New","Yes, using deep neural networks for semantic segmentation and pattern recognition","Time series analysis of thermal images","Yes, using advanced statistical features","Not informed","Manual annotated test set (not specified)","Not informed","Not informed","Automatic temperature calibration technique and semantic segmentation","Comparison with manual analysis methods","Yes, ThermoNet is a transferable pipeline","Not informed","Yes, compared with previous analysis methods","Accuracy of ROI extraction and feature extraction","High accuracy for left and right calf on manually annotated test set","No","Not informed","Not informed","ThermoNet: advanced deep neural network-based thermogram processing pipeline for automatic time series analysis of specific skin areas in moving legs"
"C4C risk score and C4C risk factors","Yes","New","Yes, ensemble of five machine learning models","Classification","Not informed","All types of skin cancer, including melanoma","Metadata of 53,601 skin lesions collected from different skin cancer diagnostic clinics across the UK","53,601","Not informed","Not informed","Evaluation using sensitivity and specificity metrics","Not informed","Not informed","Yes, compared with 7PCL-based method and Williams risk factors","Sensitivity and specificity","Fusing C4C risk factors with 7PCL and Williams risk factors achieved the best performance (sensitivity: 85.24%, specificity: 61.12%)","Yes","No, only tested on one dataset","Not informed","Leveraging AI and patient metadata to develop a novel risk score for skin cancer detection"
"Non-local means denoising and sparse dictionary learning based CNN","Yes","New","Yes, combining non-local means denoising, sparse dictionary learning, and CNN","Classification","Yes, using sparse dictionary learning to extract meaningful features","Skin cancer","HAM-10000 dataset and ISIC-2019 dataset","Not informed (high-resolution images)","Not informed","Non-local means denoising to enhance input data quality","Benchmarking results on HAM-10000 and ISIC-2019 datasets","Not informed","Not informed","Yes, compared with existing approaches through benchmarking results","Accuracy (85.61% for HAM-10000 and 81.23% for ISIC-2019)","Achieving acceptable results in classifying skin cancer types with accuracy on par with existing approaches","Yes","Yes, tested on HAM-10000 and ISIC-2019 datasets","Not informed","Skin cancer classification using non-local means denoising and sparse dictionary learning based CNN"
"SCaLiNG (Skin Cancer Classification using Multi-directional Compact Convolutional Neural Network Ensembles and Gabor Wavelets)","Yes","New","Yes, combining CNNs with Gabor Wavelets","Classification","Yes, using Gabor Wavelets to extract spatial-textural-frequency attributes","Skin cancer (SC) subcategories","Not informed (dermoscopic images)","Not informed","Not informed","Breaking down images into multiple directional sub-bands using Gabor Wavelets","Experimental findings on classification accuracy","Not informed","Not informed","Yes, compared with conventional single-CNN models","Classification accuracy (0.9170)","SCaLiNG surpasses conventional single-CNN models in classification accuracy","No","Not informed","Not informed","Skin cancer classification leveraging multi-directional compact convolutional neural network ensembles and gabor wavelets"
"Fractional differentiation based image enhancement for automatic detection of malignant melanoma","Yes","New","Yes, combining fractional differential filters with deep learning","Classification","Yes, using fractional differentiation for edge detection and enhancement","Malignant melanoma","HAM10000 dataset","Not informed","Not informed","Fractional differential filters for edge detection and enhancement","Experiments on HAM10000 dataset with EfficientNet model","Yes, using pre-trained EfficientNet model","No, but uses enhanced images from fractional differentiation","Yes, compared with original images without enhancement","Accuracy (81.04% with proposed method vs 77.94% with original images)","Proposed method improves recognition performance and achieves higher accuracy","No","No, only tested on HAM10000 dataset","Not informed","Fractional differentiation based image enhancement for automatic detection of malignant melanoma"
"Not informed","Yes","Not informed","No","Review of skin type diversity in skin lesion datasets","Not informed","Skin lesions","Publicly available skin lesion datasets (not specified)","Not informed","No, under-representation of darker skin types in datasets","Not informed","Evaluation of metadata and diversity of skin type representation","Not informed","Not informed","No","Frequency and completeness of reporting of skin type, diversity and representation of each skin type","Not applicable, review paper","No","Yes, multiple publicly available skin lesion datasets","Under-representation of darker skin types in datasets results in lower performance of deep learning models for these skin types","Skin Type Diversity in Skin Lesion Datasets: A Review"
"Not informed","Yes","Not informed","Not informed","Review of emerging applications of AI in dermatopathology","Not informed","Basal cell carcinoma, seborrheic keratoses, melanoma","Not informed","Not informed","Not informed","Whole slide imaging","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Technical, financial, and ethical challenges","Emerging Applications of Artificial Intelligence in Dermatopathology"
"Res-LSTM+DNN (Residual Network with Deep Neural Network and Long Short Term Memory)","Yes","New","Yes, using Weight Optimized Deep Belief Network (WO-DBN) for intrusion detection and Resnet101 for disease diagnosis","Classification","Not informed","Brain, skin, and retinal diseases","Online sources of medical images","Not informed","Not informed","Chaotic-map-aided image encryption through optimal key generation","Result validation with accuracy rate comparison","Not informed","Not informed","No","Accuracy rate (98.6%)","Recommended approach scores high accuracy rate of 98.6%","No","Not informed","Not informed","A deep learning-based disease diagnosis with intrusion detection for a secured healthcare system"
"Not informed","Yes","Not informed","No","Review of AI applications in psoriasis care","Not informed","Not applicable (psoriasis is not a cancer)","Not informed","Not informed","Not informed","Not informed","Review of recent findings","Not informed","Not informed","No","Not applicable (review article)","Not applicable (review article)","No","No","Success of AI in dermatology hinges on dermatologists’ oversight","Advancing Psoriasis Care through Artificial Intelligence: A Comprehensive Review"
"Hybrid deep learning and radiomics approach","Yes","New","Yes, combining deep learning with radiomics analysis","Classification","Yes, using a vast array of quantitative image features to quantify skin lesion patterns","Benign and malignant skin lesions (three, four, and eight different types)","International Skin Imaging Collaboration (ISIC) dataset, Jinan and Longhua datasets","Not informed","Not informed","Not informed","Benchmarked against seven classification methods from the ISIC 2020 challenge and prior research using a binary decision framework","Not informed","Not informed","Yes, compared with existing methods in the ISIC 2020 challenge and prior research","Area under the Receiver Operating Characteristic Curve (AUROC), sensitivity, specificity","Achieved AUROC scores of 99%, 95%, and 96% for binary classification and multiclass decoding AUROCs of 98.5%, 94.9%, and 96.4%","Yes","Yes, tested on ISIC 2018 challenge dataset, Jinan and Longhua datasets","Not informed","Radiomic and deep learning analysis of dermoscopic images for skin lesion pattern decoding"
"Multispectral imaging with direct light coupling","Yes","New","No","Classification","Not informed","Melanoma and other melanocytic lesions","27 suspicious pigmented lesions from 23 patients (6 melanomas, 6 dysplastic nevi, 12 melanocytic nevi, 3 other)","Not informed","No, dataset is imbalanced with more benign cases than malignant ones","Multispectral image analysis model and convolutional neural network classification of corresponding red, green, and blue lesion images","Comparison with histopathological examination results","Not informed","Not informed","Yes, compared with incident illumination method and convolutional neural network classification of RGB images","Sensitivity (83.3% vs 100%) and specificity (58.8% vs 82.4%) comparison between methods","Direct light coupling resulted in a superior sensitivity of 100% and specificity of 82.4%","No, but compared with other illumination method and classification approach","Not informed (only one dataset used)","Further larger studies are needed to validate the camera prototype","Classification of melanocytic lesions using direct illumination multispectral imaging"
"PL@GM (Platelet Lysate loaded with Gelatin Methacrylate) hydrogel system","Yes","Not applicable (biomedical application)","No","Wound healing and skin regeneration","Not informed","Not applicable (pressure ulcers)","Not informed","Not informed","Not informed","Not informed","In vitro and in vivo experiments, real-time PCR, western blot analyses, and histological analysis","Not applicable (biomedical application)","Not informed","No","Cell viability, migration, wound healing, angiogenesis, collagen I synthesis, and inflammation suppression","PL@GM hydrogel system demonstrated optimal biocompatibility and favorable effects on essential cells for wound healing, and significantly stimulated PU healing, skin regeneration, and the formation of subcutaneous collagen and blood vessels","No","Not informed","Not informed","GelMA loaded with platelet lysate promotes skin regeneration and angiogenesis in pressure ulcers by activating STAT3"
"Optimized CNN architecture with checkpoints","Yes","New","No","Classification","Yes, using convolutional and pooling layers","Skin cancer","HAM10000 dataset","Not informed (but HAM10000 is a comprehensive collection)","Yes, achieved through data augmentation strategy","Data augmentation strategy employed","Model evaluation using accuracy, precision, recall, and F2 score","Not informed","Yes, innovative data augmentation strategy used to address class imbalance","No","Accuracy, precision, recall, and F2 score","97.78% accuracy, 97.9% precision, 97.9% recall, and 97.8% F2 score","No","No (only HAM10000 dataset used)","Not informed","Enhanced skin cancer diagnosis using optimized CNN architecture and checkpoints for automated dermatological lesion classification"
"Ensemble-based system using Vision Transformer and CNN with transfer learning","Yes","Existing","Yes, combining Vision Transformer and CNN models using bagging-ensemble learning","Classification","Not informed","Monkeypox and other skin lesions (including melanoma)","Not specified","Not informed","Not informed","Not informed","Comparison of results using different metrics (Accuracy, Jaccard, Precision, Recall, Fscore)","Yes, used transfer learning approach to train models","Not informed","Yes, compared with literature results","Accuracy, Jaccard, Precision, Recall, Fscore","81.91% Accuracy, 65.94% Jaccard, 87.16% Precision, 74.12% Recall, and 78.16% Fscore","Yes, produced competitive or better results than literature","Not informed","Not informed","Vision transformer and CNN-based skin lesion analysis: classification of monkeypox"
"DualAutoELM (Attention guided dual autoencoder approach with Extreme Learning Machine)","Yes","New","Yes, using two distinct autoencoders and attention modules","Classification","Yes, using spatial autoencoder and FFT-autoencoder","Various types of skin cancers","HAM10000 and ISIC-2017 datasets","Not informed","Not informed","Not informed","Experimental results on HAM10000 and ISIC-2017 datasets","No","Not informed","No","AUC, precision, and accuracy","AUC: 0.98, Precision: 97.68%, Accuracy: 97.66% on HAM10000 dataset; AUC: 0.95, Precision: 86.75%, Accuracy: 86.68% on ISIC-2017 dataset","No","Yes, tested on HAM10000 and ISIC-2017 datasets","Not informed","Skin cancer detection through attention guided dual autoencoder approach with extreme learning machine"
"Not informed","Yes","Not applicable","No","Prevalence study","Not informed","Not applicable (study focuses on skin diseases, not cancer)","PubMed, Scopus, Science Direct, Embase, Web of science, and Google Scholar repositories","Not informed","Not informed","Not applicable (study is a systematic review and meta-analysis)","Systematic Review and Meta-Analysis study using Comprehensive Meta-Analysis software (v. 2)","Not informed","Not informed","No","Pooled prevalence of stress, depression, and anxiety in skin disease patients","Overall pooled prevalence of stress, depression, and anxiety in skin disease patients was found to be 39.4%, 27.2% and 28.8%, respectively","No","Yes, included studies from various databases","Not informed","Global Prevalence of Anxiety, Depression, and Stress Among Patients with Skin Diseases: A Systematic Review and Meta-analysis"
