"Document Title","Authors","Publication Year","Title: Skin","Abstract: Skin","First Removal","Abstract: Traditional ML","Second Removal","Duplication Status","Third Removal","Accepted or not","Proposed Model","Tasks (Objectives)","Used Databases"," Proposed Methodology"," Evaluation Metrics and Results","Abstract","DOI","Author Keywords","Article Citation Count","PDF Link"
"Segmentation of inhomogeneous skin tissues in high-frequency 3D ultrasound images, the advantage of non-parametric log-likelihood methods","Sciolla B.; Ceccato P.; Cowell L.; Dambry T.; Guibert B.; Delachartre P.","2015","1","1","0","0","0","Unique","0","","","","","","","We propose a multi-purpose level-set segmentation algorithm to detect the boundary of tumors and tissues in high-frequency 3D ultrasound images of the skin. Whereas most proposed algorithms assume a specific (e.g. Rayleigh) distribution of the speckle noise, we do not make such assumption and use non-parametric Parzen estimates of the distribution. We discuss the advantage of the method on synthetic and clinical images of the skin and tumors.","10.1016/j.phpro.2015.08.253","3D ultrasound imaging; Level-set; Non-parametric methods; Segmentation","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948652346&doi=10.1016%2fj.phpro.2015.08.253&partnerID=40&md5=f0b2fb39b444757b48c5938fc8db0b14"
"Streak detection in dermoscopic color images using localized radial flux of principal intensity curvature","Mirzaalian H.; Lee T.K.; Hamarneh G.","2015","0","1","0","0","0","Unique","0","","","","","","","Malignant melanoma (MM) is one of the common cancers among the white population [1]. Dermoscopy, a noninvasive method for early recognition of MM, allows a clear visualization of skin internal structures, which are often analyzed by a dermoscopic algorithm, such as the ABCD rule of dermoscopy or the 7-point checklist [2]. These methods utilize different dermoscopic features for diagnosing pigmented melanocytic lesions; for example, ABCD analyzes the weighted features of asymmetry (A), border (B), color (C), and differential structures (D). On the other hand, the 7-point checklist looks for the presence of seven different patterns (atypical pigment network, blue-white veil, atypical vascular pattern, irregular streaks, irregular dots/globules, irregular blotches, regression structures). Depending on the presence or absence of each of these patterns, a weight score is assigned to a pigmented lesion. These scores are added up and used for the diagnosis of melanoma. Studies showed that these dermoscopic algorithms can improve the diagnostic accuracy of melanoma. © 2016 by Taylor and Francis Group, LLC.","10.1201/b19107","","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022186350&doi=10.1201%2fb19107&partnerID=40&md5=f4711c6c229f7f1110f3dcfd4a9339df"
"Layer measurement in high frequency ultra-sonography images for skin","Wawrzyniak Z.M.; Szyszka M.","2015","1","1","0","0","0","Unique","0","","","","","","","In this paper, the problem of automatic determination of the position and measuring the thickness of the human skin layers in high-frequency ultrasound images (HFUS) is solved. Location and the process of position determination of the skin layers are not an obvious process due to the phenomenological nature of the images received in HFUS, the so-called speckle noise and the lack of the objective measures. In order to determine the positions of the boundaries of the skin layers, the image analysis methods were used, based on the specific features of the HFUS images, such as layered structure and echogenicity features. Only the fusion of the results of the analysis algorithms based on global (histogram of intensity levels) and local image features (cross-sectional and topological characteristics) improves discriminative features applicable to complete the information about the properties of the HFUS images with layered structure and to develop a method assessing the thickness of the skin layers. The knowledge gathered from such layers checks can improve understanding of the nature of the human skin and provide a more objective conditions for HFUS diagnostic imaging with speeding up the diagnostic process for dermatologists. We proposed a new method for automatic segmentation on HFUS images using fusion of discriminative information based on nonlinear segmentation with a reasonable threshold setting, boundary selecting and linking, and false boundary point removing strategies for intensity distributions. © 2015 SPIE.","10.1117/12.2205938","Image processing; Layered structure objects; Thickness measurement; Ultra-sonography","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951320566&doi=10.1117%2f12.2205938&partnerID=40&md5=86ed835652e930720a69722dfd5180a1"
"Four-class classification of skin lesions with task decomposition strategy","Shimizu K.; Iyatomi H.; Celebi M.E.; Norton K.-A.; Tanaka M.","2015","1","1","0","0","0","Unique","0","","","","","","","This paper proposes a new computer-aided method for the skin lesion classification applicable to both melanocytic skin lesions (MSLs) and nonmelanocytic skin lesions (NoMSLs). The computer-aided skin lesion classification has drawn attention as an aid for detection of skin cancers. Several researchers have developed methods to distinguish between melanoma and nevus, which are both categorized as MSL. However, most of these studies did not focus on NoMSLs such as basal cell carcinoma (BCC), the most common skin cancer and seborrheic keratosis (SK) despite their high incidence rates. It is preferable to deal with these NoMSLs as well as MSLs especially for the potential users who are not enough capable of diagnosing pigmented skin lesions on their own such as dermatologists in training and physicians with different expertise. We developed a new method to distinguish among melanomas, nevi, BCCs, and SKs. Our method calculates 828 candidate features grouped into three categories: color, subregion, and texture. We introduced two types of classification models: a layered model that uses a task decomposition strategy and flat models to serve as performance baselines. We tested our methods on 964 dermoscopy images: 105 melanomas, 692 nevi, 69 BCCs, and 98 SKs. The layered model outperformed the flat models, achieving detection rates of 90.48%, 82.51%, 82.61%, and 80.61% for melanomas, nevi, BCCs, and SKs, respectively. We also identified specific features effective for the classification task including irregularity of color distribution. The results show promise for enhancing the capability of the computer-aided skin lesion classification. © 1964-2012 IEEE.","10.1109/TBME.2014.2348323","","102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919941351&doi=10.1109%2fTBME.2014.2348323&partnerID=40&md5=edee166ce52f66e693bfd9ef35cd31f6"
"Redesigning EHRs and Clinical Decision Support Systems for the Precision Medicine Era","Maglogiannis I.; Goudas T.; Billiris A.; Karanikas H.; Valavanis I.; Papadodima O.; Kontogianni G.; Chatziioannou A.","2015","0","1","0","0","0","Unique","0","","","","","","","In this work we present a distributed Health Record System Architecture, capable of integrating and duly accommodating the processing of heterogeneous, multi-layered (omics, histological images and clinical) data concerning the multi-angled description and management of melanoma patients. The proposed solution comprises a novel design of a layered analytical framework as an expansion of current Electronic Health Record (EHR) systems, which may integrate EHR data, high-volume molecular -omic data, imaging data as well as relevant clinical observations. The case study used is in the field of dermatology, where we attempt to combine the multilayered information for the early detection of skin cancer. The specific architecture, aspires to lower the barrier for the introduction of personalized therapeutic approaches, in the 21st century in the context of precision medicine. The adopted schema, presumes that through the massive integration of multi-layered, voluminous data, describing the disease state at various organizational scales and the parallel processing of those streams, either alone or in conjunction with the others, significant advancement and speed up will occur concerning the quality and output of medical diagnostic tasks or patient management overall, thus paving the way for the introduction of personalized approaches in the therapeutic course. The paper describes in detail the technical issues of implementation along with an initial evaluation and discussion. © 2015 ACM.","10.1145/2797143.2797158","Clinical Decision Support Systems; Dermoscopy; Melanoma Patient Management; Skin Cancer; Translational Biomedical Research; Web Services","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988527484&doi=10.1145%2f2797143.2797158&partnerID=40&md5=ac049e1c405d06726a66352f3c32a712"
"Automatic detection and segmentation of vascular structures in dermoscopy images using a novel vesselness measure based on pixel redness and tubularness","Kharazmi P.; Lui H.; Stoecker W.V.; Lee T.","2015","0","1","0","0","0","Unique","0","","","","","","","Vascular structures are one of the most important features in the diagnosis and assessment of skin disorders. The presence and clinical appearance of vascular structures in skin lesions is a discriminating factor among different skin diseases. In this paper, we address the problem of segmentation of vascular patterns in dermoscopy images. Our proposed method is composed of three parts. First, based on biological properties of human skin, we decompose the skin to melanin and hemoglobin component using independent component analysis of skin color images. The relative quantities and pure color densities of each component were then estimated. Subsequently, we obtain three reference vectors of the mean RGB values for normal skin, pigmented skin and blood vessels from the hemoglobin component by averaging over 100000 pixels of each group outlined by an expert. Based on the Euclidean distance thresholding, we generate a mask image that extracts the red regions of the skin. Finally, Frangi measure was applied to the extracted red areas to segment the tubular structures. Finally, Otsu's thresholding was applied to segment the vascular structures and get a binary vessel mask image. The algorithm was implemented on a set of 50 dermoscopy images. In order to evaluate the performance of our method, we have artificially extended some of the existing vessels in our dermoscopy data set and evaluated the performance of the algorithm to segment the newly added vessel pixels. A sensitivity of 95% and specificity of 87% were achieved. © 2015 SPIE.","10.1117/12.2082720","dermoscopy; Frangi filtering; independent component analysis; Telangiectasia; vessel segmentation","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948783639&doi=10.1117%2f12.2082720&partnerID=40&md5=1635d532a8785c93f7f41766ef989ad2"
"Noninvasive real-time automated skin lesion analysis system for melanoma early detection and prevention","Abuzaghleh O.; Barkana B.D.; Faezipour M.","2015","1","1","0","0","0","First occurrence","0","","","","","","","Melanoma spreads through metastasis, and therefore, it has been proved to be very fatal. Statistical evidence has revealed that the majority of deaths resulting from skin cancer are as a result of melanoma. Further investigations have shown that the survival rates in patients depend on the stage of the cancer; early detection and intervention of melanoma implicate higher chances of cure. Clinical diagnosis and prognosis of melanoma are challenging, since the processes are prone to misdiagnosis and inaccuracies due to doctors' subjectivity. Malignant melanomas are asymmetrical, have irregular borders, notched edges, and color variations, so analyzing the shape, color, and texture of the skin lesion is important for the early detection and prevention of melanoma. This paper proposes the two major components of a noninvasive real-time automated skin lesion analysis system for the early detection and prevention of melanoma. The first component is a real-time alert to help users prevent skinburn caused by sunlight; a novel equation to compute the time for skin to burn is thereby introduced. The second component is an automated image analysis module, which contains image acquisition, hair detection and exclusion, lesion segmentation, feature extraction, and classification. The proposed system uses PH2 Dermoscopy image database from Pedro Hispano Hospital for the development and testing purposes. The image database contains a total of 200 dermoscopy images of lesions, including benign, atypical, and melanoma cases. The experimental results show that the proposed system is efficient, achieving classification of the benign, atypical, and melanoma images with accuracy of 96.3%, 95.7%, and 97.5%, respectively. © 2013 IEEE.","10.1109/JTEHM.2015.2419612","image segmentation; melanoma; skin cancer","168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928404914&doi=10.1109%2fJTEHM.2015.2419612&partnerID=40&md5=772f372ddb647b964498031b08d0c56e"
"Interactive Image Feature Selection Aided by Dimensionality Reduction","Rauber P.E.; Da Silva R.R.O.; Feringa S.; Celebi M.E.; Falcão A.X.; Telea A.C.","2015","0","1","0","0","0","Unique","0","","","","","","","Feature selection is an important step in designing image classification systems. While many automatic feature selection methods exist, most of them are opaque to their users. We consider that users should be able to gain insight into how observations behave in the feature space, since this may allow the design of better features and the incorporation of domain knowledge. For this purpose, we propose a methodology for interactive and iterative selection of image features aided by dimensionality reduction plots and complementary exploration tools. We evaluate our proposal on the problem of feature selection for skin lesion image classification. © 2019 International Workshop on Visual Analytics. All rights reserved.","10.2312/eurova.20151098","","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121665394&doi=10.2312%2feurova.20151098&partnerID=40&md5=5f50244b47e9b82b2a7991791655b3d3"
"Comparison of image processing techniques for reticular pattern recognition in melanoma detection","Arroyo J.L.G.; Zapirain B.G.","2015","0","1","0","0","0","Unique","0","","","","","","","Melanoma is a type of skin cancer that accounts for approximately 1.6% of the total number of cancer cases worldwide [1]. In the fight against this type of cancer, early detection is a key factor: if detected early, before the tumor has penetrated the skin (noninvasive melanoma or melanoma in situ), the survival rate is 98%, falling to 15% in advanced cases (invasive melanoma), when the tumor has spread (metastasized) [2]. © 2016 by Taylor and Francis Group, LLC.","10.1201/b19107","","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053975840&doi=10.1201%2fb19107&partnerID=40&md5=51a8e8c261e763d91ebc9703faf51c18"
"Enhancing classification accuracy utilizing globules and dots features in digital dermoscopy","Maglogiannis I.; Delibasis K.K.","2015","0","1","0","0","0","Unique","0","","","","","","","The interest in image dermoscopy has been significantly increased recently and skin lesion images are nowadays routinely acquired for a number of skin disorders. An important finding in the assessment of a skin lesion severity is the existence of dark dots and globules, which are hard to locate and count using existing image software tools. In this work we present a novel methodology for detecting/segmenting and count dark dots and globules from dermoscopy images. Segmentation is performed using a multi-resolution approach based on inverse non-linear diffusion. Subsequently, a number of features are extracted from the segmented dots/globules and their diagnostic value in automatic classification of dermoscopy images of skin lesions into melanoma and non-malignant nevus is evaluated. The proposed algorithm is applied to a number of images with skin lesions with known histo-pathology. Results show that the proposed algorithm is very effective in automatically segmenting dark dots and globules. Furthermore, it was found that the features extracted from the segmented dots/globules can enhance the performance of classification algorithms that discriminate between malignant and benign skin lesions, when they are combined with other region-based descriptors. © 2014 Elsevier Ireland Ltd.","10.1016/j.cmpb.2014.12.001","Dark dot segmentation; Dermoscopy images; Globule segmentation; Image classification; Melanoma detection; Skin lesions","44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922445570&doi=10.1016%2fj.cmpb.2014.12.001&partnerID=40&md5=4efa18dd5204e726d4a3d468b4ac933d"
"Content-based image retrieval techniques for the analysis of dermatological lesions using particle swarm optimization technique","Jiji G.W.; Durairaj P.J.","2015","0","1","0","0","0","Unique","0","","","","","","","This method presents extraction of effective color and shape features for the analysis of dermatology images. We employ three phases of operation in order to perform efficient retrieval of images of skin lesions. Our proposed algorithm used color and shape feature vectors and the features are normalized using Min-Max normalization. Particle swarm optimization (PSO) technique for multi-class classification is used to converge the search space more efficiently. The results using receiver operating characteristic (ROC) curve proved that the proposed architecture is highly contributed to computer-aided diagnosis of skin lesions. Experiments on a set of 1450 images yielded a specificity of 98.22% and a sensitivity of 94%. Our empirical evaluation has a superior retrieval and diagnosis performance when compared to the performance of other works. We present explicit combinations of feature vectors corresponding to healthy and lesion skin. © 2015 Elsevier B.V. All rights reserved.","10.1016/j.asoc.2015.01.058","Classification; Features; Particle swarm optimization; Retrieval","40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923796734&doi=10.1016%2fj.asoc.2015.01.058&partnerID=40&md5=f58361250c3bab1edbcadbccb9ff41b9"
"Pigmented skin lesion diagnosis using geometric and chromatic features","Sheha M.A.; Sharwy A.; Mabrouk M.S.","2015","1","1","0","0","0","Unique","0","","","","","","","Skin cancer appears to be one of the most dangerous types among others by the presence of malignant melanoma as one of pigmented skin lesion forms. Automated system for the purpose of pigmented skin lesion diagnosis mentioned through that paper is recommended as a non-invasive diagnosis tool. To obviate the problem of qualitative interpretation, two different image sets are used to examine the proposed system, a set of images acquired by standard camera (clinical images) and another set of dermoscopic images captured from the magnified dermoscope. Images are enhanced and segmented to separate the lesion from the background. Different geometric and chromatic features are extracted from the region of interest resulting from segmentation process. Then, the most prominent features that can cause an effect are selected by different selection methods; which are the Fisher score ranking and the t-test method. Most prominent features were introduced to two different classifiers; artificial neural network and Support vector machine for the discrimination of the two groups of lesions. System performance was measured regarding Specificity, Sensitivity and Accuracy. The artificial neural network designed with the combined geometric and chromatic features selected by fisher score ranking enabled a diagnostic accuracy of 95% for dermoscopic and 93.75% for clinical images. © 2014 IEEE.","10.1109/CIBEC.2014.7020931","ANN; Color Space; Geometric features; Pigmented Skin lesions; SVM","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923171967&doi=10.1109%2fCIBEC.2014.7020931&partnerID=40&md5=563b25a6f7062f41275f4e3a7135be44"
"In vivo visualization of skin inflammation by optical coherence tomography and two-photon microscopy","Kim B.; Lee S.H.; Yoon C.J.; Gho Y.S.; Ahn G.-O.; Kim K.H.","2015","1","1","0","0","0","Unique","0","","","","","","","Inflammation is a non-specific immune response to injury intended to protect biological tissue from harmful stimuli such as pathogens, irritants, and damaged cells. In vivo optical tissue imaging has been used to provide spatial and dynamic characteristics of inflammation within the tissue. In this paper, we report in vivo visualization of inflammation in the skin at both cellular and physiological levels by using a combination of label-free two-photon microscopy (TPM) and optical coherence tomography (OCT). Skin inflammation was induced by topically applying lipopolysaccharide (LPS) on the mouse ear. Temporal OCT imaging visualized tissue swelling, vasodilation, and increased capillary density 30 min and 1 hour after application. TPM imaging showed immune cell migration within the inflamed skin. Combined OCT and TPM was applied to obtain complementary information from each modality in the same region of interest. The information provided by each modality were consistent with previous reports about the characteristics of inflammation. Therefore, the combination of OCT and TPM holds potential for studying inflammation of the skin. © 2015, Optical Society of America.","10.1364/BOE.6.002512","","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946542134&doi=10.1364%2fBOE.6.002512&partnerID=40&md5=5e7bfaab2b74dd870a73cc60cc47a48b"
"The effects of skin lesion segmentation on the performance of dermatoscopic image classification","Mahbod A.; Tschandl P.; Langs G.; Ecker R.; Ellinger I.","2020","1","1","0","0","0","First occurrence","0","","","","","","","Background and Objective: Malignant melanoma (MM) is one of the deadliest types of skin cancer. Analysing dermatoscopic images plays an important role in the early detection of MM and other pigmented skin lesions. Among different computer-based methods, deep learning-based approaches and in particular convolutional neural networks have shown excellent classification and segmentation performances for dermatoscopic skin lesion images. These models can be trained end-to-end without requiring any hand-crafted features. However, the effect of using lesion segmentation information on classification performance has remained an open question. Methods: In this study, we explicitly investigated the impact of using skin lesion segmentation masks on the performance of dermatoscopic image classification. To do this, first, we developed a baseline classifier as the reference model without using any segmentation masks. Then, we used either manually or automatically created segmentation masks in both training and test phases in different scenarios and investigated the classification performances. The different scenarios included approaches that exploited the segmentation masks either for cropping of skin lesion images or removing the surrounding background or using the segmentation masks as an additional input channel for model training. Results: Evaluated on the ISIC 2017 challenge dataset which contained two binary classification tasks (i.e. MM vs. all and seborrheic keratosis (SK) vs. all) and based on the derived area under the receiver operating characteristic curve scores, we observed four main outcomes. Our results show that 1) using segmentation masks did not significantly improve the MM classification performance in any scenario, 2) in one of the scenarios (using segmentation masks for dilated cropping), SK classification performance was significantly improved, 3) removing all background information by the segmentation masks significantly degraded the overall classification performance, and 4) in case of using the appropriate scenario (using segmentation for dilated cropping), there is no significant difference of using manually or automatically created segmentation masks. Conclusions: We systematically explored the effects of using image segmentation on the performance of dermatoscopic skin lesion classification. © 2020 Elsevier B.V.","10.1016/j.cmpb.2020.105725","deep learning; dermatoscopy; effect of segmentation on classification; medical image analysis; Skin cancer","88","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090043899&doi=10.1016%2fj.cmpb.2020.105725&partnerID=40&md5=cdd09df90e44e9e85a902959618aa05f"
"Convolutional Neural Network Based Desktop Applications to Classify Dermatological Diseases","Goceri E.","2020","0","1","0","0","0","Unique","0","","","","","","","Convolutional Neural Networks (CNNs) have the potential to assist medical doctors in diagnosis and treatment stage. This paper has been prepared to help dermatologists by presenting (i) fundamental information on deep learning and CNNs, and (ii) applications of CNN s for skin diseases classification. Also, this work shows that although CNN based methods have a strong potential for automated diagnosis, further researches and new techniques are still required in image processing and pattern recognition area to provide diagnosis of dermatological diseases with higher performances. In this work, these two groups of applications of CNN s in dermatology have been handled: (i) disease classification from medical images (e.g., dermoscopy and pathological images); (ii) disease classification from digital photographs. Therefore, important contributions of this work are two-fold: First, main concepts of deep learning and CNNs are presented, which will be helpful for dermatologists to understand and follow up CNN based computerized methods. Second, the state-of-The-Art applications developed for lesion classifications from medical images and colored photographs are presented. Also, disadvantages or limitations of these applications are explained. In addition, this paper indicates shortage of desktop applications developed for other dermatological diseases except skin cancer. © 2020 IEEE.","10.1109/IPAS50080.2020.9334956","automated diagnosis; convolutional networks; dermatological diseases; melanoma; skin cancer","54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100760712&doi=10.1109%2fIPAS50080.2020.9334956&partnerID=40&md5=36d0394c3c590681d6ad0311efa51fd6"
"Deep learning-assisted automatic classification of skin images; [深度学习辅助皮肤影像自动分类的研究进展]","Wang S.; Liu J.","2020","1","1","0","0","0","Unique","0","","","","","","","Conventional machine learning techniques can not be directly used to process natural data in their raw form, and have to rely on experts to design feature extractors. However, the emergence of deep learning has broken this limitation. It is a method that allows a machine to be fed with raw data and to automatically discover representative information needed for detection or classification, and has become a key technology for medical image classification with artificial intelligence. Deep learning has achieved a level comparable to or even higher than that of dermatologists in terms of classification between malignant melanoma and pigmented nevus, as well as classification between skin diseases other than melanocyte-derived tumors, such as squamous cell tumor, basal cell carcinoma and nail disorders. The review introduces some basic concepts of deep learning in skin image classification and common evaluation methods for deep learning models, and summarizes research progress in the application of deep learning in skin image classification. Copyright © 2020 by the Chinese Medical Association.","10.35541/cjd.20190660","Artificial intelligence; Deep learning; Dermoscopy; Neural networks (computer); Nevi and melanomas; Skin diseases; Skin imaging","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098587074&doi=10.35541%2fcjd.20190660&partnerID=40&md5=8eb32f00fddbd7e02681ce6863453c36"
"Bucket of Deep Transfer Learning Features and Classification Models for Melanoma Detection","Manzo M.; Pellino S.","2020","0","1","0","0","0","Unique","0","","","","","","","Malignant melanoma is the deadliest form of skin cancer and, in recent years, is rapidly growing in terms of the incidence worldwide rate. The most effective approach to targeted treatment is early diagnosis. Deep learning algorithms, specifically convolutional neural networks, represent a methodology for the image analysis and representation. They optimize the features design task, essential for an automatic approach on different types of images, including medical. In this paper, we adopted pretrained deep convolutional neural networks architectures for the image representation with purpose to predict skin lesion melanoma. Firstly, we applied a transfer learning approach to extract image features. Secondly, we adopted the transferred learning features inside an ensemble classification context. Specifically, the framework trains individual classifiers on balanced subspaces and combines the provided predictions through statistical measures. Experimental phase on datasets of skin lesion images is performed and results obtained show the effectiveness of the proposed approach with respect to state-of-the-art competitors. © 2020 by the authors.","10.3390/jimaging6120129","Deep learning; Ensemble classification; Melanoma detection; Transfer learning","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100025145&doi=10.3390%2fjimaging6120129&partnerID=40&md5=b7c2eb934d2db4ae37b255513d53d7d3"
"Skin Cancer Classification using Transfer Learning","Kondaveeti H.K.; Edupuganti P.","2020","1","1","0","0","0","First occurrence","0","","","","","","","Today, Cancer is one of the major lethal diseases in the world. Globally out of every three cancers diagnosed, one is identified as skin cancer. Some reports suggest that one out of every five Americans might fall prey to skin cancer in the course of their life. Early detection of the disease plays a pivotal role in the treatment of skin cancer. Though these skin lesions can be seen without the help of any external clinical device, it is a challenging task to distinguish between malignant and benign skin lesions as they are alike in their physical appearances. This leads to an increased number of unnecessary biopsies where in one study it was revealed that nearly 5,00,000 biopsies are done in children every year to diagnose a mere 400 melanomas. To tackle this problem and help dermatologists in the diagnosis process, we developed an enhanced image classification model which can act as a preliminary check before moving to a costlier biopsy. This model can identify 7 distinct types of skin lesions. An analysis has been carried out on the HAM10000 dataset. We used transfer learning utilizing multiple pre-Trained models, combined with class-weighted loss and data augmentation techniques for the classification process. Experimental analysis shows that the modified ResNet50 model is capable of identifying skin lesion images into one of the seven classes with categorical accuracy, weighted average precision, and recall of 90 percent, 0.89, 0.90, respectively. Our model can be used as a clinical decision support system to help dermatologists in the diagnosis process.  © 2020 IEEE.","10.1109/ICATMRI51801.2020.9398388","Convolutional Neural Networks (CNN); Deep Learning; Skin Cancer classification; Transfer Learning","76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104666254&doi=10.1109%2fICATMRI51801.2020.9398388&partnerID=40&md5=e7e8ec7a433a68293742c0d0320a01d9"
"Smart apps for risk assessment of skin cancer","Vocaturo E.; Zumpano E.","2020","1","1","0","0","0","Unique","0","","","","","","","Skin cancer is one of the most insidious and aggressive tumors. The growing spread of this particular type of cancer is also a cause for concern. In fact, the American Cancer Society reports more than 87.000 new cases of melanoma in the United States by the end of 2017, with nearly 10.000 estimated deaths. Fortunately, a diagnosis in the initial stages allows a successful treatment of this type of skin lesion. Early detection and removal becomes essential when the tumor is still small and thin. This justifies the need to provide tools that allow early and accurate diagnosis, both facilitating the work of specialists and allowing the release of low-cost solutions for effective self-diagnosis. Mobile version of health (mHealth) is becoming a key topic in our digitalized society. In this paper we survey the state of art of most popular smart Apps for risk assessment of skin cancer. © 2020 IEEE.","10.1109/WIIAT50758.2020.00106","Computer Vision Systems; Medical Image Analysis; Skin Cancer","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114438804&doi=10.1109%2fWIIAT50758.2020.00106&partnerID=40&md5=e4ab4f0ab1e4485fb09bac5fe791c920"
"Image Augmentation for Deep Learning Based Lesion Classification from Skin Images","Goceri E.","2020","1","1","0","0","0","Unique","0","","","","","","","Skin lesion classification based on deep learning models, which are data-hungry, is a challenging issue because of the shortage of annotated images and unbalanced classes in image sets. The lack of sufficient number of labeled data or class unbalancing in image sets lead to overfitting problems affecting robustness and generalization ability of network models. Image augmentation is an efficient approach to deal with this issue using existing images more efficiently. In addition to image augmentations, various solutions have been developed in the literature to solve the overfitting problem and to obtain well-generalizing network models. However, there is not a clear way how the most appropriate solution should be selected. Therefore, in this paper, those alternative solutions and image augmentations applied recently in deep learning based skin lesion classifications are presented. © 2020 IEEE.","10.1109/IPAS50080.2020.9334937","automated diagnosis; convolutional neural networks; data augmentation; deep learning; image processing; skin lesion classification","78","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100800605&doi=10.1109%2fIPAS50080.2020.9334937&partnerID=40&md5=fb94982a7042c491893d9801a4838bb3"
"AMIL:An attentional multi-instance learning for computer-aided diagnosis of skin diagnosis","Jin M.; Zhang D.; Cao P.","2020","1","1","0","0","0","Unique","0","","","","","","","Skin diseases are becoming a most common health issues among all the countries worldwide. To support disease diagnosis, many types of local or global feature representations have been derived from medical images. Since the local regions of skin lesion images may share strong visual similarity across different types of skin diseases, a local feature learning method for skin lesion classification task is proposed in this paper. With the idea of local representation learning, we develop a multi-instance learning method to predict the diagnosis of skin diagnosis. To model the relationship between the suspicious instances and bag label, a multi-instance learning with attention mechanism is developed to acquire the location information of highly suspected lesions and predict the labels of skin diseases. We evaluate our proposed algorithm on ISIC 2018 Skin Lesion dataset, and the experimental results demonstrate that it achieves an average accuracy of 0.755 and an AUC value of 0.836, respectively. © 2020 ACM.","10.1145/3451421.3451459","Attention; Classification; Multi-instance learning; Skin diseases","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114275618&doi=10.1145%2f3451421.3451459&partnerID=40&md5=0c7a09a08ae9724d7d8c72552f05630a"
"A comparative study of features selection for skin lesion detection from dermoscopic images","Javed R.; Rahim M.S.M.; Saba T.; Rehman A.","2020","1","1","0","0","0","First occurrence","0","","","","","","","Melanoma is rare and mainly considered as the dangerous category of skin cancer. Many researchers proposed diverse efficient techniques for melanoma detection. The main focus of this research is: (1) to discuss the traditional clinical methods for diagnosing skin cancer melanoma, and (2) to review the existing researcher’s attempts in response the critical and challenging task is features selection and extraction for skin cancer melanoma detection from dermoscopy images. This research will also be helpful to recognize the research background of skin cancer melanoma detection through image processing techniques. This cannot be done without a broad literature survey. The literature survey was performed keeping the main category as skin cancer melanoma and the survey included articles, journals, and conferences papers. To perform this study, different databases are considered. All of these databases cover medical image processing and technical literature. To conclude the review, some graphs and tables are presented which perform the comparison between existing techniques. © 2019, Springer-Verlag GmbH Austria, part of Springer Nature.","10.1007/s13721-019-0209-1","ABCD rule; Biopsy; Dermatoscopy; Melanoma; Skin cancer","105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076570984&doi=10.1007%2fs13721-019-0209-1&partnerID=40&md5=4322b8edbc83340e7dfbdb24c6dd30e3"
"Multiple Instance Learning approaches for Melanoma and Dysplastic Nevi images classification","Vocaturo E.; Zumpano E.","2020","0","1","0","0","0","First occurrence","0","","","","","","","Malignant melanoma is responsible for the highest number of deaths related to skin lesions. The similarities of melanoma with other skin lesions such as dysplastic nevi, however, constitute a pitfall for early diagnosis. The research community is committed to proposing software solutions that favor the computerized analysis of lesions for melanoma detection. Existing methods have typically focused on the dichotomous distinction of melanoma from benign lesions. Currently, there is debate about Dysplastic Nevi Syndrome (DNS), or rather about the number of moles present on the human body as potential melanoma risk factors. Distinguishing dysplastic nevi from common ones is a challenging yet mostly unexplored classification problem. The classification phase is particularly delicate: over time, a series of automatic learning algorithms have been proposed to better face this issue. In this paper, we refer to the emergencing role of Multiple Instance Learning approaches for discriminating melanoma from dysplastic nevi and to outline the even more complex challenge related to the classification of dysplastic nevi from common ones. © 2020 IEEE.","10.1109/ICMLA51294.2020.00217","Image Classification; Melanoma Detection; Multiple Instance Learning","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102503600&doi=10.1109%2fICMLA51294.2020.00217&partnerID=40&md5=cf1ea74b9ec841ffbafeb5cf7057b594"
