"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Deep learning algorithms (VGG-19, ResNet-50 v2, EfficientNetB1) for lung cancer histopathology classification","No, lung cancer diagnosis and classification","Adaptation","Yes, combination of deep learning algorithms used for image classification","Accurate categorization of lung cancer subtypes (adenocarcinoma, squamous cell carcinoma) using histopathology images","Yes, convolutional neural networks (CNNs) and pre-trained models used to extract features from histopathology images","Lung cancer (non-small cell carcinomas: adenocarcinoma, squamous cell carcinoma)","Not specified in the text but mentioned as 'histopathology slides' for training and testing deep learning models","Not specified in the text but mentioned as 'large number of images' used for training and testing deep learning models","No (class imbalance not explicitly stated)","Yes, image preprocessing steps included in proposed method to enhance accuracy","Quantitative measures: specificity, F-score, sensitivity, precision, accuracy","Yes, pre-trained models used for transfer learning and fine-tuning on lung cancer dataset","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods demonstrated improved performance using deep learning algorithms","Quantitative measures: specificity, F-score, sensitivity, precision, accuracy","Deep learning models achieved high accuracy and stability in lung cancer classification (adenocarcinoma, squamous cell carcinoma)","Yes, comparison with state-of-the-art methods demonstrated improved performance using deep learning algorithms","No (tested on histopathology slides of lung cancer patients)","Not explicitly stated","Deep Learning-Based Lung Cancer Histopathology Classification: Emphasizing Accuracy and Customisation"
"Class-aware cartilage bone segmentation network with geometry-constraint post-processing and dense skeleton graph-based non-rigid registration","No, US-CT registration in robotic intercostal ultrasound imaging","Adaptation","Yes, combines class-aware segmentation network with geometry-constraint post-processing and dense skeleton graph-based registration","Autonomous US-CT registration for robotic intercostal ultrasound imaging","Yes, deep features extracted by class-aware cartilage bone segmentation network for rib skeletons","Not applicable (focus on thoracic applications)","Five distinct CTs and two volunteer US data (ten pairs of CT-US combinations)","Not specified in the text but mentioned as 'large number of images' used for training and testing models","No (class imbalance not explicitly stated)","Yes, skin refinement step included in proposed method","Quantitative measures: Euclidean error, precision mapping performance","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with previous methods for US-CT registration and intercostal ultrasound imaging","Quantitative measures: Euclidean error, precision mapping performance","Proposed graph-based registration method can robustly and precisely map the path from CT template to individual patients (Euclidean error:2.21pm 1.11mm)","Yes, comparison with state-of-the-art methods demonstrated the superiority of proposed approach","No (tested on five distinct CTs and two volunteer US data)","Not explicitly stated","Class-Aware Cartilage Segmentation for Autonomous US-CT Registration in Robotic Intercostal Ultrasound Imaging"
"Quantum Chebyshev Polynomials and Autoencoder with Long Short-Term Memory (LSTM)","Yes, skin lesion classification","Adaptation","No, single models used for each task","Efficient classification of skin lesions using an innovative automated system","Yes, features extracted using Quantum Chebyshev polynomials and refined by Autoencoder","Skin cancer (not specified which type)","ISIC2017 and HAM10000 datasets","Not specified in the text but mentioned as 'large number of images' used for training and testing model","No (class imbalance not explicitly stated)","Yes, wavelet transformations included in preprocessing step","Quantitative measures: accuracy, precision, recall, F1-score, specificity","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods for skin lesion classification","Quantitative measures: accuracy, precision, recall, F1-score, specificity","Model achieved 99.58% accuracy on HAM10000 dataset and 98.87% accuracy on ISIC2017 dataset","Yes, proposed model surpasses current state-of-the-art in skin lesion classification","No (tested only on two datasets: ISIC2017 and HAM10000)","Not explicitly stated","Classification of Skin Lesion With Features Extraction Using Quantum Chebyshev Polynomials and Autoencoder From Wavelet-Transformed Images"
"Explainable Deep Learning Network","No, Breast Cancer Classification and Localization","Adaptation","Yes, combines deep learning network with class activation mapping for explainability","Automatic breast cancer screening using a deep learning network","Yes, deep features extracted by the proposed network for breast cancer detection and localization","Breast Cancer","Dataset composed of 9,016 images (not specified whether it's public or private)","Not specified in the text but mentioned as 'large number' used for training and testing the proposed network","No (class imbalance not explicitly stated)","Yes, preprocessing steps included in the proposed method to prepare images for analysis by deep learning network","Quantitative measures: accuracy, precision, recall, F1-score, AUC-ROC curve and class activation mapping algorithms","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods for breast cancer detection and localization","Quantitative measures: accuracy, precision, recall, F1-score, AUC-ROC curve and class activation mapping algorithms","Proposed network achieved an accuracy of 93.5% on a dataset composed of 9,016 images for breast cancer detection and localization","Yes, comparison with state-of-the-art methods demonstrated the effectiveness of proposed method","No (tested only on one specific dataset)","Not explicitly stated","Explainable Deep Learning for Breast Cancer Classification and Localization"
"Automated morphometry using nuclear shape descriptors","Yes, distinguishing aggressive variants of squamous cell carcinoma from relatively benign skin proliferative lesions","Adaptation","No, single model used for each task","Automated estimation of degrees of dysplasia in non-melanoma skin cancer (NMSC)","Yes, nuclear shape descriptors extracted using automated morphometry","Squamous cell carcinoma and basal cell carcinoma","Not specified in the text but mentioned as a pilot study with limited number of samples","2500 nuclei per group used for analysis","No (class imbalance not explicitly stated)","Yes, thresholded images used to estimate quantitative parameters","Quantitative measures: circularity, aspect ratio, Feret diameters, multivariate analyses of composite parameters","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with locally occurring squamous cell carcinoma and basal cell carcinoma or benign skin lesions","Quantitative measures: circularity, aspect ratio, Feret diameters, multivariate analyses of composite parameters","Automated morphometry using nuclear shape descriptors may distinguish aggressive variants of squamous cell carcinoma from relatively benign skin proliferative lesions (p < 0.0001)","Yes, comparison with locally occurring squamous cell carcinoma and basal cell carcinoma or benign skin lesions","No (tested on a limited number of samples in a pilot study)","Not explicitly stated","Nuclear shape descriptors by automated morphometry may distinguish aggressive variants of squamous cell carcinoma from relatively benign skin proliferative lesions: a pilot study"
"Parametric finite element contact homogenisation procedure","Yes, skin friction behaviour analysis","Adaptation","No, single model used for each task","To study and quantify the effect of skin microstructure on macroscopic skin frictional response","Yes, microscopic surface topography and internal microstructure features extracted from image-based multilayer finite element models","Not applicable (skin health analysis)","Anatomically realistic two-dimensional image-based multilayer finite element model of human skin","Not specified in the text but mentioned as 'large number of images' used for training and testing models","No (class imbalance not explicitly stated)","Yes, image-based multilayer finite element model built from anatomically realistic two-dimensional skin surface topography data","Quantitative measures: macroscopic frictional response and deformation component of macroscopic friction","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with current analytical models of skin friction demonstrated limitations in accommodating complex geometry of skin microstructural constituents and nonlinear constitutive properties","Quantitative measures: macroscopic frictional response and deformation component of macroscopic friction","Results showed that the naturally complex geometry of the skin microstructure can significantly increase the deformation component of macroscopic friction, regardless of indenter size or specified local friction properties.","Yes, comparison with current analytical models demonstrated limitations and proposed methodology offered new level of mechanistic insight into plausible friction mechanisms associated with structural effects operating at microscopic scale","No (tested on anatomically realistic two-dimensional image-based multilayer finite element model)","Not explicitly stated","Skin Microstructure is a Key Contributor to Its Friction Behaviour"
"Not specified","Yes, skin cancer diagnosis and patient care","Not applicable","No","Responsible use of artificial intelligence (AI) in dermato-oncology for improved patient care","Not specified","Skin cancer","Not specified","Not specified","No (class imbalance not explicitly stated)","Good image quality required for successful use of AI and apps","Medicolegal situation, remuneration, patient care, and image quality","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with current state-of-the-art methods for skin cancer diagnosis using AI and apps","Patient care, image quality, medicolegal situation, remuneration","Responsible use of AI in dermato-oncology can improve patient care and optimize treatment outcomes","Yes, comparison with current state-of-the-art methods demonstrated the potential benefits of responsible AI use","No (tested on clinical images of skin cancer)","Medicolegal situation, remuneration, and image quality still problematic in AI use","Künstliche Intelligenz und Smartphone-Programm-Applikationen (Apps)"
"Convolutional neural networks (CNNs) and machine learning","Yes, skin cancer diagnosis using dermoscopic images of pigmented and unpigmented skin lesions","Adaptation","No, single models used for each task","Computer-assisted skin cancer diagnosis using AI-based assistance systems","Yes, deep features extracted by CNNs for image classification and feature extraction","Skin cancer (pigmented and unpigmented neoplasms)","Not specified in the text but mentioned as 'numerous studies' using machine learning algorithms","Not specified in the text but mentioned as 'large number of images' used for training and testing CNN models","No (class imbalance not explicitly stated)","Yes, dermoscopic images pre-processed using computer algorithms before classification by AI-based assistance systems","Quantitative measures: precision, accuracy, sensitivity, specificity","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with human dermatologists' performance using dermoscopic images for skin cancer diagnosis","Quantitative measures: precision, accuracy, sensitivity, specificity","AI-based assistance systems achieved comparable or even better results than human dermatologists in detecting pigmented and unpigmented neoplasms of the skin using dermoscopic images","Yes, comparison with state-of-the-art methods for computer-assisted diagnosis of skin cancer","No (tested on various datasets but not specified which ones)","Not explicitly stated","Computerassistierte Hautkrebsdiagnose"
"Deep-learning convolutional neuronal networks (CNNs)","Yes, skin cancer detection and diagnosis","Adaptation","No, single models used for each task","Automated image analysis using deep learning CNNs in dermatology","Yes, deep features extracted by CNNs for skin cancer detection and diagnosis","Skin neoplasms (skin cancer)","Publicly available databases of dermoscopic images (not specified which ones)","Not specified in the text but mentioned as 'large number' used for training CNNs","No (class imbalance not explicitly stated)","Yes, preprocessing and segmentation using handcrafted filters required for earlier systems","Clinical studies: dermatologist level diagnostic accuracy achieved by CNNs in skin cancer detection","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods for skin cancer diagnosis and detection","Diagnostic accuracy: dermatologist level diagnostic accuracy achieved by CNNs in clinical studies","CNNs attained a dermatologist-level diagnostic accuracy in the detection of skin cancer (not specified which metrics were used)","Yes, comparison with state-of-the-art methods demonstrated the superiority of proposed method","No (tested on publicly available databases of dermoscopic images not specified which ones)","Image artefacts: color markings and superimposed scales can impair diagnostic accuracy; AI-based systems intended as assistance, results should be carefully integrated into decision-making process by clinicians","Digitalisierte Bildverarbeitung: künstliche Intelligenz im diagnostischen Einsatz"
"Laser speckle contrast imaging (LSCI)","Yes, perfusion imaging in psoriasis lesions","Adaptation","No, single model used for both handheld and mounted measurements","Comparison of handheld versus mounted laser speckle contrast perfusion imaging in psoriasis lesions","Yes, on-surface speeds quantified using mean separation (MS) segmentation and enhanced correlation coefficient maximization (ECC)","Psoriasis","Not specified in the text but mentioned as '5 patients' with various skin locations","11 measurement pairs (mounted-handheld LSCI modes)","No (class imbalance not explicitly stated)","Yes, background correction and post-processing steps included in pipeline for data analysis","Quantitative measures: on-surface speeds, frame alignment sharpness, perfusion maps agreement between handheld and mounted measurements","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with corresponding mounted measurements on a visual basis","Quantitative measures: absolute movement-induced difference between mounted-handheld pairs after background correction, median difference","Handheld LSCI facilitated measurements on a wide range of skin areas bringing more convenience for both patients and medical staff.","Yes, comparison with corresponding mounted measurements demonstrated the feasibility of handheld perfusion imaging in clinical practice","No (tested on data from 5 patients)","Not explicitly stated","Handheld versus mounted laser speckle contrast perfusion imaging demonstrated in psoriasis lesions"
"Neuromuscular Electrical Stimulation (NMES)","Yes, prevention of pressure injuries","Adaptation","No, single modality used for treatment","Prevention of pressure injuries in critically ill patients using NMES","Not applicable (NMES is a therapeutic intervention)","None mentioned","Randomized controlled trial with 149 participants, divided into two groups: NMES group and control group","Not specified in the text but implied to be related to ultrasonography measurements of muscle thickness","No (class imbalance not explicitly stated)","Yes, ultrasonography used for measurement of gluteus maximus thickness","Relative risk and number needed to treat calculations; comparison with control group outcomes","Not applicable","No (not mentioned as part of the study design)","Yes, compared NMES treatment group with control group for efficacy and safety","Relative risk; number needed to treat; length of stay in ICU; muscle thickness measurements by ultrasonography","NMES reduced the incidence of pressure injuries (RR = 0.15) and shortened length of stay in ICU (-1.8 days)","Yes, compared with standard care for critically ill patients","No (tested on a single dataset from a randomized controlled trial)","Not explicitly stated","Efficacy and safety of neuromuscular electrical stimulation in the prevention of pressure injuries in critically ill patients: a randomized controlled trial"
"Optical scanner and 3D printer guided radiation therapy","Yes, cutaneous nasal carcinoma treatment","Adaptation","No, single modality used for each task","Effective and efficient way of treating carcinomas of the nose with high control rate and low toxicity profiles","Yes, topographical data collected using optical scan to create custom nose block bolus and lead shielding","Cutaneous nasal carcinoma (Basal cell carcinoma, Squamous cell carcinoma, Merkel cell carcinoma)","Not specified in the text but mentioned as 'retrospective chart review of 26 patients'","Not specified in the text","No (class imbalance not explicitly stated)","Yes, optical scan data used to create custom nose block bolus and lead shielding","Phantom measurements at mid-plane matched prescribed dose within ±0.5%","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with traditional single field Orthovoltage radiation therapy","Complete response rate at a median follow-up of 6 months was 88%","High control rate and low toxicity profiles achieved using optical scanner and 3D printer guided radiation therapy","Yes, proposed method showed improved results compared to traditional single field Orthovoltage radiation therapy","No (tested on retrospective chart review of 26 patients)","Not explicitly stated","Optical scan and 3D printing guided radiation therapy – an application and provincial experience in cutaneous nasal carcinoma"
"JAK/STAT and interferon signalling pathways","Yes, treatment for toxic epidermal necrolysis (TEN)","Adaptation","No, single pathway targeted by JAK inhibitors","Identification of potential druggable targets and development of effective therapy for TEN","Yes, deep visual proteomics used to quantify more than 5,000 proteins in keratinocytes and skin-infiltrating immune cells","Not applicable (TEN is a drug-induced skin reaction)","Formalin-fixed, paraffin-embedded archived skin tissue biopsies of patients with TEN","Not specified in the text but mentioned as 'archived skin tissue biopsies' used for analysis","No (class imbalance not explicitly stated)","Yes, formalin-fixed and paraffin-embedded archived skin tissue biopsies processed for proteomics analysis","In vitro experiments using tofacitinib, in vivo mouse models of TEN treated with JAK inhibitors, and clinical trials on patients with TEN","Not applicable (new pathway targeted by JAK inhibitors)","No (not mentioned as part of the proposed method)","Yes, comparison with existing treatments for TEN demonstrated superiority of JAKi therapy","Clinical and histological disease severity in mouse models and patients with TEN","JAK inhibitors (tofacitinib, baricitinib, abrocitinib or upadacitinib) showed rapid cutaneous re-epithelialization and recovery in seven patients with TEN","Yes, comparison with existing treatments for TEN demonstrated superiority of JAKi therapy","No (tested on archived skin tissue biopsies from patients with TEN)","Not explicitly stated","Spatial proteomics identifies JAKi as treatment for a lethal skin disease"
"Deep learning model combining convolutional neural network (CNN) and fully connected neural network (FCN)","Yes, STI skin lesion detection","Adaptation","Yes, combines CNN with FCN using images and metadata","Evaluation of artificial intelligence-powered screening for sexually transmitted infections-related skin lesions","Yes, deep features extracted by CNN from clinical images","Not specified (STI related skin conditions)","Melbourne Sexual Health Centre dataset collected during 2010-2023 (4913 clinical images and metadata)","4913","No (class imbalance not explicitly stated, but mentioned that STIs are less common than non-STIs)","Yes, preprocessing steps included in the development of deep learning model","Area under the ROC curve (AUC) and assessment of metadata contributions to Image-only model","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods for STI skin lesion detection not explicitly stated but results show improved performance using Image+Metadata model","AUC and assessment of metadata contributions to Image-only model","Image + Metadata model achieved a significantly higher AUC of 0.893 (SD 0.018) compared to the Image-only model (p < 0.01)","Yes, results show improved performance using Image+Metadata model but comparison with state-of-the-art methods not explicitly stated","No (tested on Melbourne Sexual Health Centre dataset collected during 2010-2023)","Requires further development and evaluation with larger datasets","Evaluation of artificial intelligence-powered screening for sexually transmitted infections-related skin lesions using clinical images and metadata"
"Various Explainable AI techniques and models","Yes, skin cancer diagnosis (one of the case studies)","Adaptation","No, single models used for each task","Exploring the concept of explainable artificial intelligence in healthcare and its importance in readdressing obstacles presented by black box AI models","Yes, various Explainable AI techniques and models used to achieve feature extraction and interpretability","Skin cancer (one of the case studies)","Not specified in the text but mentioned as 'various datasets' for each task","Not specified in the text but mentioned as 'large number of images' used for training and testing Explainable AI models","No (class imbalance not explicitly stated)","Yes, data collection and preprocessing discussed as part of implementing Explainable AI in healthcare settings","Quantitative measures: diagnostic accuracy, transparency, interpretability levels","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods for Explainable AI in healthcare settings","Quantitative measures: diagnostic accuracy, transparency, interpretability levels","Explainable AI enhances diagnostic accuracy and provides transparent insights into AI predictions (case studies on retinopathy, skin cancer, ICU mortality prediction diagnosis)","Yes, comparison with state-of-the-art methods demonstrated the importance of Explainable AI in healthcare settings","No (tested on various datasets for each task)","Not explicitly stated","Explainable AI Case Studies in Healthcare"
"Customized ResNet152 model","Yes, common inflammatory skin diseases detection and classification (eczema, psoriasis, actinic keratosis, severe acne)","Adaptation","No, single models used for each task","Automated system to classify four common inflammatory skin diseases using deep learning and web application","Yes, deep features extracted by customized ResNet152 model for disease classification","Not applicable (skin diseases)","SD-260 dataset (5433 images) and Dermnet dataset","5433","No (class imbalance not explicitly stated)","Yes, image preprocessing step included in deep learning model development","Accuracy results: better than 89%","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods for skin disease classification and detection","Accuracy results: better than 89%","Customized ResNet152 model achieved accuracy results of better than 89% on SD-260 dataset and Dermnet dataset","Yes, comparison with state-of-the-art methods demonstrated the superiority of proposed method","No (tested on SD-260 dataset and Dermnet dataset)","Not explicitly stated","Design a System to Automatically Detect Common Skin Diseases Using Deep Learning and Web Application"
"Machine learning (ML) and deep learning (DL) models","Yes, skin cancer detection among other types of cancers","Adaptation","No, single models used for each type of cancer","Comprehensive analysis of recent advancements in cancer detection using ML and DL models","Yes, various feature extraction techniques (e.g. GLCM) used with CNN and SVM models","Multiple types: brain, lung, skin, breast cancers","Not specified but mentioned as 'various datasets' for each type of cancer","Not specified in the text but mentioned as 'large number of images' used for training and testing ML and DL models","No (class imbalance not explicitly stated)","Yes, preprocessing steps included in proposed methods","Accuracy as performance evaluation metric","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art models for each type of cancer detection","Accuracy","DL techniques achieved highest accuracy of 100%, while ML techniques achieved 99.89% for various types of cancers","Yes, comparative analysis between best performing and worst performing models presented","No (tested on various datasets for each type of cancer)","Challenges in classification efficiency identified: need for continued advancements in ML and DL-based approaches","A comprehensive analysis of recent advancements in cancer detection using machine learning and deep learning models for improved diagnostics"
"DenseNet201-based architecture","Yes, Monkeypox detection from skin images","Adaptation","No, single model used for each task","Monkeypox detection using deep neural networks","Yes, DenseNet201-based architecture extracts features for Monkeypox detection","Monkeypox","Dataset comprising skin images of three diseases: Monkeypox, Chickenpox, Measles, and Normal cases","Not specified in the text but mentioned as 'large number of images' used for training and testing DNN models","No (class imbalance not explicitly stated)","Yes, skin refinement step included in proposed method","Quantitative measures: Accuracy, F1-Score, Area Under Curve (AUC) for two-class and four-class scenarios","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with previous studies demonstrated superior performance of proposed model in terms of F1-Score metric","Quantitative measures: Accuracy, F1-Score, Area Under Curve (AUC) for two-class and four-class scenarios","DenseNet201-based architecture achieved best performance with Accuracy = 97.63%, F1-Score = 90.51%, AUC = 94.27% in two-class scenario; and Accuracy = 95.18%, F1-Score = 89.61%, AUC = 92.06% for four-class scenario","Yes, comparison with previous studies demonstrated superior performance of proposed model","No (tested on dataset comprising skin images of three diseases: Monkeypox, Chickenpox, Measles, and Normal cases)","Not explicitly stated","Monkeypox detection using deep neural networks"
"Machine learning (ML) model for skin disease diagnosis","Yes, skin lesion diagnosis in primary care","Adaptation","No, single ML model used for multiple diseases","Prospective validation of an image analysis ML model for screening 44 skin diseases","Yes, deep features extracted by ML model from images for disease diagnosis","Not specified in the text (multiple types of skin diseases)","Real-life dataset collected from patients visiting GPs in central Catalonia, Spain","100 consecutive patients with a skin problem","No (class imbalance not explicitly stated)","Yes, anonymized images uploaded to ML application for analysis","Diagnostic accuracy study: comparison of GPs', dermatologists', and ML model's diagnostic accuracy","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with GPs' and dermatologists' diagnostic accuracy in real-life setting","Diagnostic accuracy, sensitivity, specificity, balanced Top-1 accuracy, Top-3 accuracy, Top-5 accuracy","ML model's Top-5 accuracy (89%) was comparable to the dermatologist Top-3 accuracy (90%); ML model's sensitivity in benign tumour pathology group (87% and 96%) is higher than that of clinicians","Yes, comparison with existing prospective studies conducted under real-life conditions","No (tested on real-life dataset collected from patients visiting GPs)","ML model's overall diagnostic accuracy in this study is lower than that of both GPs and dermatologists; need for external testing in real-life conditions to validate data","Exploring the potential of artificial intelligence in improving skin lesion diagnosis in primary care"
"Deep Belief Network (DBN)","No, not a skin-related task","New architecture","Yes, combines biophilia color design and IoT technology with DBN for intelligent building lighting system","Design of green intelligent buildings using deep learning techniques (DBN) and IoT technology","No, not a feature extraction task","Not applicable","Not specified in the text but mentioned as 'children's medical building space' and 'green building lighting system'","Not specified in the text","No (class imbalance not explicitly stated)","Yes, preprocessing step included for IoT data collection and processing","Questionnaire Survey method to evaluate practicability and preference of users","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with traditional lighting systems for children's medical buildings","Illuminance error and user preference scores from Questionnaire Survey","Proposed intelligent dimming lighting system based on IoT technology achieved small illuminance errors (not specified in the text)","Yes, comparison with traditional lighting systems demonstrated the effectiveness of proposed method for green intelligent buildings","No (tested on a specific children's medical building space and green building lighting system)","Not explicitly stated","Design strategy of green intelligent building using deep belief network"
"CNN-Based Skin Disease Detection System","Yes, skin disease detection and classification","Adaptation","No, single CNN model used for each task","Design and analysis of a comprehensive system for detecting and classifying skin diseases using deep learning techniques","Yes, CNN extracts features from images to detect and classify skin diseases","Various types (cancerous: basal cell carcinoma, squamous cell carcinoma, melanoma; non-cancerous: acne, vitiligo, eczema)","Not specified in the text but mentioned as 'openly available image pre-processing mechanisms and classification algorithms'","Not specified in the text","No (class imbalance not explicitly stated)","Yes, image preprocessing techniques used to prepare images for CNN model","Various evaluation metrics: accuracy, precision, recall, F1 score, etc.","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods for skin disease detection and classification","Various evaluation metrics: accuracy, precision, recall, F1 score, etc.","Not specified in the text but mentioned as 'appropriate results' using CNN model","Yes, comparison with state-of-the-art methods demonstrated the effectiveness of proposed method","No (tested on openly available datasets)","Not explicitly stated","Design and Analysis of CNN-Based Skin Disease Detection System with Preliminary Diagnosis"
"Various computational tools and methods (machine learning, artificial intelligence, deep neural networks)","Yes, skin lesion detection","Adaptation","No, single models used for each task","Computational tools for drug discovery of anticancer therapy and cancer diagnosis","Yes, deep features extracted by neural networks for skin lesion detection","Various types of cancers (not specified)","Not specified in the text but mentioned as 'large number of data sets' used for training and testing models","Not specified in the text but mentioned as 'complex experimental data sets'","No (class imbalance not explicitly stated)","Yes, image analysis methods included in computational tools","Quantitative measures: accuracy, precision, recall, F1 score","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods for cancer diagnosis and treatment planning","Quantitative measures: accuracy, precision, recall, F1 score","Trained deep neural networks achieved high accuracy in detecting malignant skin lesions (rivaling well-trained dermatologists)","Yes, comparison with state-of-the-art methods demonstrated the effectiveness of computational tools for cancer diagnosis and treatment planning","No (tested on various datasets but not specified which ones)","Not explicitly stated","Computational Tools for Drug Discovery of Anticancer Therapy"
"Explainable deep learning model with advanced layers (Global Average Pooling, Batch Normalization, Dropout, and dense layers with ReLU and Swish activations)","Yes, high precision early melanoma detection using dermoscopic images","Adaptation","No, single model used for each task","Automated Diagnostic Systems for early skin cancer detection using explainable deep learning approaches","Yes, advanced layers in proposed model improve feature extraction and image analysis capabilities","Melanoma (early-stage)","Two different dermatology datasets (not specified which ones)","Not specified in the text but mentioned as 'large number of images' used for training and testing proposed model","No (class imbalance not explicitly stated)","Yes, preprocessing steps included in proposed method to improve image quality and enhance feature extraction","Quantitative measures: accuracy, precision, recall, F1 score, AUC-ROC curve","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods for early melanoma detection and explainable AI techniques","Quantitative measures: accuracy, precision, recall, F1 score, AUC-ROC curve","Proposed model achieved accuracies of 95.23% and 96.48% on two different datasets for early melanoma detection","Yes, proposed method demonstrated strong performance across other metrics compared to state-of-the-art methods","No (tested on two unspecified dermatology datasets)","Not explicitly stated","Explainable deep learning approaches for high precision early melanoma detection using dermoscopic images"
"JuryFusionNet (CNN ensemble using Condorcet’s Jury Theorem)","Yes, monkeypox detection from skin lesion images","Adaptation","Yes, combines multiple CNN models and uses majority voting with CDJT","Enhanced monkeypox detection using JuryFusionNet","Yes, deep features extracted by four base models (DenseNet169, DenseNet201, MobileNet, ResNet50V2) enhanced by squeeze and excitation block","Monkeypox (Mpox)","MSID dataset (770 images with 4 classes: chickenpox, measles, Mpox, normal skin), MSLD dataset (3192 samples classified as Mpox or non-Mpox)","Not specified in the text but mentioned as 'large number of images' used for training and testing","No (class imbalance not explicitly stated)","Yes, transfer learning with four base models using pre-trained weights","Quantitative measures: accuracy rates on MSID and MSLD datasets","Yes, used for all four base models to extract deep features from skin lesion images","No (not mentioned as part of the proposed method)","Yes, comparison with standard CNN models and prior ensemble methods demonstrated superior effectiveness of JuryFusionNet","Accuracy rates on MSID and MSLD datasets","JuryFusionNet achieved accuracy rate of 91.55% on the MSID dataset and 100% on the MSLD dataset, outperforming various pre-trained models and traditional ensemble methods","Yes, JuryFusionNet surpassed standard CNN models by 1.94–5.19% and improved upon prior ensemble methods by 0.65–2.59%","No (tested on MSID and MSLD datasets)","Not explicitly stated","JuryFusionNet: a Condorcet’s jury theorem-based CNN ensemble for enhanced monkeypox detection from skin lesion images"
"nnUNetv2 framework with Hounsfield Units (HU) windowing and transformer-based 'Segment Anything Model' (MedSAM)","No, head and neck cancer reconstruction","Adaptation","Yes, combination of nnUNetv2 and MedSAM models for segmentation task","Automatic soft-tissue flap segmentation from CT scans in head and neck cancer patients","Yes, deep features extracted by nnUNetv2 framework with HU windowing for segmentation task","Head and Neck Cancer (HNC)","CT scans of 148 HNC patients undergoing post-operative radiotherapy (poRT) from various institutions","Not specified in the text but mentioned as 'large number of images' used for training and testing models","No (class imbalance not explicitly stated)","Yes, HU windowing step included in nnUNetv2 framework to mimic radiological assessment","Dice Similarity Coefficient (DSC) and Hausdorff Distance 95th percentile (HD95) metrics for evaluation of segmentation performance","Not applicable","No (not mentioned as part of the proposed method)","Yes, comparison with state-of-the-art methods demonstrated superiority of nnUNet-windowing model","Dice Similarity Coefficient (DSC) and Hausdorff Distance 95th percentile (HD95) metrics for evaluation of segmentation performance","nnUNet-windowing model achieved mean DSCs of 0.69 and HD95 of 25.6 mm using 5-fold cross-validation","Yes, comparison with state-of-the-art methods demonstrated superiority of nnUNet-windowing model in segmentation task","No (tested on CT scans from various institutions)","Rare situations such as pedicled flaps, laryngeal primaries and resected bone without bone reconstruction may require fine-tuning of the network","Auto-Segmentation via deep-learning approaches for the assessment of flap volume after reconstructive surgery or radiotherapy in head and neck cancer"
