"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Two-level procedure with Tsallis Entropy and Chan-Vese segmentation","Yes","Adaptation","No","Segmentation","Not informed","Melanoma","ISBI2016 grand-challenge dataset","8","Not informed","Not informed","Comparison with Ground-Truth and Picture-Similarity-Measures (PSM)","Not informed","Not informed","Yes","Picture-Similarity-Measures (PSM)","Two-level procedure offers better PSMs compared with the single-step procedure based on CV.","No","No","","Skin-Melanoma Evaluation with Tsallis’s Thresholding and Chan-Vese Approach"
"Deep neural network-based approaches","Yes","New","No","Classification","Not informed","Various","ISIC2018 datasets and a curated selection of studies showcasing deep neural network applications","187 studies with image processing techniques alongside Convolutional Neural Networks (CNNs)","Not informed","Yes, using image processing techniques","Not informed","Not informed","Not informed","No","Accuracy and collective impact within various sectors","Transformative potential in refining the accuracy of cancer prediction systems","Yes, with a focus on deep neural network-based approaches","No","Not informed","Cloud-Based Cancer Prediction System For Enhancing Security And Authentication Using Deep Learning"
"Textured-based approach using LBPV histograms after BEMD scale-based decomposition","Yes","New","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Sensitivity, Specificity and Accuracy (97.83%, 94.44% and 96.00%)","96.00%","Yes","Yes","","A textured scale-based approach to melanocytic skin lesions in dermoscopy"
"CNN","Yes","New","No","Classification","Not informed","Various","ISIC2018 datasets","83% accuracy in testing cases (not clear if it's the number of images or not)","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy (83%)","83% accuracy in testing cases","No","No","","Mobile-based Intelligent Skin Diseases Diagnosis System"
"2-stage process using CNN, KNN, and SVM","Yes","Adaptation","No","Classification","Yes","Various","HAM10000 and BCN20000 datasets","Not informed","Not informed","Not informed","Not informed","Yes (VGG16, ResNet, EfficientNet B0)","Not informed","Yes","Accuracy and other metrics not specified","Ranked feature sets outperform initial sets across classifiers for both datasets.","No specific comparison to state-of-the-art methods mentioned","Yes (HAM10000 and BCN20000)","Not informed","A Transfer Learning and Feature Ranking-based Feature Extraction Approach for Enhancing Skin Lesion Classification"
"Randomly Regularized Convolutional Networks","Yes","Adaptation","No","Classification","Not informed","Various","Dermatology database (challenging)","Not informed","Imbalanced dataset","Not informed","Not informed","Not informed","Random perturbation in the gradient of the classification loss function","Yes","Performance improvement over baselines and prior art (not specified)","Significantly improved performance on a challenging dermatology database","Favorably compared with established prior art","No","Not informed","Skin Lesion Recognition Using Randomly Regularized Convolutional Networks"
"","Yes","Adaptation","No","Segmentation","Not informed","Melanoma","","66","Not informed","Thresholding and thickness measurement based method","Not informed","No","Not informed","Yes","","","Not informed","No","","Automated segmentation of regions of interest in whole slide skin histopathological images"
"Hybrid deep learning model combining MRCNN and ResNet50","Yes","Adaptation","Yes","Segmentation/Classification","No","Various","ISIC2020 Challenge dataset","Not informed","Not informed","Not informed","Tested on ISIC2020 Challenge dataset","Not informed","Not informed","Yes","Accuracy (95.49% and 96.75%)","96.75%","Yes","No","Not informed","Classification of Skin Diseases in the Internet of Medical Things using Hybrid Deep Learning"
"Not informed","Yes","Not informed","No","Classification","Yes","Melanoma","Not informed","113 features extracted, not images","Not informed","Yes (pre-processing applied)","Not informed","Not informed","Not informed","No","Not informed","Not informed","Yes (comparison of classifiers)","No","Not informed","2. An overview of skin lesion segmentation, features engineering, and classification"
"Soft Attention Based Efficientnetv2b3 Model","Yes","Adaptation","No","Classification","Yes","Various","ISIC Archive dataset","Not informed","Not informed","Not informed","Not informed","Yes (pre-trained models)","Not informed","Yes","Accuracy","95.6% Accuracy","Yes","No","None mentioned","Soft Attention Based Efficientnetv2b3 Model for Skin Cancer’s Disease Classification Using Dermoscopy Images"
"MATLAB-FPGA hybrid implementation","Yes","New","No","Segmentation","Not informed","Melanoma","ISIC2018 datasets","Not informed","Not informed","Not informed","Comparison with MATLAB only results","No","Not informed","Yes","Accuracy and speed-up","Not informed","No","No","Not informed","Novel hybrid hardware architecture for nuclei detection in skin histopathological images"
"Heterogenous Breast Phantom with Carcinoma","No","New","Yes","Segmentation/Classification","Not informed","Breast Cancer","King Fahd Specialist Hospital breast MR images","Not informed","Not informed","Yes (3D Slicer software and Meshmixer)","Not informed","No","Not informed","No","Mass attenuation coefficient, electron density, effective atomic number","Excellent agreement between the MAC of the tissue-mimicking materials and the ICRU-based breast tissues.","Not informed","No","None mentioned","Heterogenous Breast Phantom with Carcinoma for Ionizing Machines"
"Hybrid Modified Firefly Algorithm","Yes","Adaptation","No","Classification","Not informed","Melanoma and other skin diseases","Medical images of skin lesions (benchmark)","8","Not informed","Not informed","Not informed","No","Not informed","Yes","Numerical accuracy","Outperforms classical mathematical methods and is competitive/superior to state-of-the-art techniques in terms of numerical accuracy","Yes","No","Not informed","Hybrid Modified Firefly Algorithm for Border Detection of Skin Lesions in Medical Imaging"
"Not informed","Yes","Adaptation","No","Classification","Not informed","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","No","Not informed","Not informed","No","No","Not informed","Image Classification"
"Two modified CNN architectures: SkinLesion Net and SeverityNet","Yes","New","No","Classification","Yes","Various (Eczema, Measles, Leprosy)","Not informed","4 classes: Eczema, Measles, Leprosy, and Healthy Normal Skin","Not informed","Yes (passed through two modified CNN architectures)","Comparison with four different CNN architectures - VGG16, Inception V3, Xception, and the proposed SkinLesion Net","No","Not informed","Yes (compared with other networks)","Accuracy: 94.32%, F1-Score: 93.02%, Precision: 93.53%, Recall: 92.76%","SkinLesion Net outperforms the other networks","Yes (compared with four different CNN architectures)","No","Not informed","AI Driven Edge Device for Screening Skin Lesion and Its Severity in Peripheral Communities"
"Improved MobileNetV2","Yes","Adaptation","No","Classification","Not informed","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy and recognition rate","Improved accuracy without increasing complexity","Yes","No","Not informed","Classification of skin diseases based on improved MobileNetV2"
"ResN et50 convolutional neural network architecture","Yes","New","No","Classification","Not informed","Various (Malignant and Benign)","Large dataset of labelled pictures of skin lesions","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy","High accuracy in distinguishing benign from malignant lesions (not specified)","No","No","Not informed","Early Detection of Malignant and Benign using Adaptive Deep Learning"
"Interpretable Semantic-aware Unsupervised Segmentation framework","Yes","Adaptation","No","Segmentation","Not informed","Various","Dermoscopic images dataset (large)","Not informed","Not informed","Not informed","Extensive experiments on a large dataset","No","Not informed","Yes (compared with supervised U-Net model)","Dice score improvement of 6 points over the baseline","Achieved a Dice score improvement of 6 points over the baseline","No specific comparison to state-of-the-art methods mentioned in this context, but it is implied that their method outperforms previous approaches.","Yes (adaptability demonstrated on various GAN backbone networks)","Not informed","Interpretable Semantic-aware Unsupervised Segmentation of Skin Lesions"
"MediScan: Xception-Based Skin Disease Classification System","Yes","Adaptation (Xception and CNN)","No","Classification","Yes","Various","Not informed","3,396 images across 6 different skin conditions","Not informed","Not informed","Not informed","Yes (with pre-trained models)","Not informed","No","Diagnostic accuracy: 85%","85% Diagnostic Accuracy","Yes (compared to traditional methods)","No","Not informed","MediScan : A Robust Xception-Based Skin Disease Classification System with Blockchain Integration"
"self-configuring nnU-Net DNN framework","Yes","New","No","Segmentation","Not informed","Various (skin cancer and chronic inflammatory skin disorders)","1691 HFUS images with optical image guidance","1691","Not informed","Not informed","Split into training and testing subsets","No","Not informed","Yes (with human physician experts)","Dice coefficient, lesion depth error","0.962 Dice coefficient for subcutis segmentation","No","Not informed","","Expert-Level Reliability of Automated Skin Ultrasonography Segmentation"
"CNN with GPU enhancement","Yes","Adaptation","No","Classification","Yes","Melanoma","Not informed","8 images","Not informed","No","Not informed","Not informed","Not informed","Yes","Accuracy, Precision, Recall and F1-score","Not informed","No","No","The system can still be improved by using other approaches to the trained model without ignoring efficiency and accuracy.","Dog Skin Disease Recognition Using Image Segmentation and GPU Enhanced Convolutional Neural Network"
"U-Net with EfficientNetB7 Backbone","Yes","New","No","Segmentation","Yes","Melanoma","ISIC 2017 dataset (2750 images)","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Sensitivity: 0.889, Specificity: 0.994, Accuracy: 0.945, Dice constant: 0.884, Jaccard index value: 0.809","Jaccard index value of 0.809 (better than existing methods)","Yes","No","Not informed","Segmentation of Skin Lesions using U-Net with EfficientNetB7 Backbone"
"Novel Deep CNN","Yes","New","No","Classification","Not informed","Various","Not informed","16","Not informed","Yes","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Chronic and incurable skin disorders","Identification of Skin Diseases using a Novel Deep CNN"
"","Yes","Adaptation","No","Classification","Not informed","Various","Not informed","Not informed","Not informed","Yes","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","Yes","","Investigating Human Skin Using Deep Learning Enhanced Multiphoton Microscopy"
"Box-Counting Method","Not informed","New","No","Evaluation of Medical Images","Yes","Various","Not informed","3","Not informed","Not informed","Not informed","Not informed","Not informed","No","Fractal research methods","Not informed","No","Yes","Weakening of deterministic chaos and growth of stochastic behavior","Application of the Box-Counting Method for the Evaluation of Medical Images"
"Multiple Instance Learning (MIL) framework","Yes","New","No","Classification","Yes","Melanoma","Not informed","14","Not informed","Not informed","MIL fashion","Not informed","Not informed","Yes","Performance (outperforms state-of-the-art techniques)","BWS detection besting competing methods in terms of performance","Yes","No","","Learning to Detect Blue–White Structures in Dermoscopy Images With Weak Supervision"
"Convolutional Neural Network (CNN)","Yes","New","No","Classification","Yes","Various","Thermoscopic images","Not informed","Not informed","Not informed","Train/Test split","No","Not informed","Yes","Accuracy (90% in validation, 95% in classification)","95%","Yes","No","","Classification of Skin Disease using CNN"
"Second Order GLCM techniques","Yes","New","No","Classification","Yes","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","","Feature Extraction in Dermoscopic Images for Analysing Dryness Using Second Order GLCM Techniques"
"","Yes","","","","","","","","","","","","","","","","","","","Survey on Classification of Skin Diseases Using Machine Learning Techniques"
"Moment of patch","Yes","New","No","Segmentation","Yes","Not informed","ISIC2018 datasets and independent database","Not informed","Not informed","Geometric moments for skin region detection","Not informed","No","Not informed","Yes","Moment of patches resemblance based on moment of patches","Not informed","Yes","No","Not informed","Detection of lesion region in skin images by moment of patch"
"CNN and GAN","Yes","New","No","Segmentation","Not informed","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy and Efficiency","Superiority in accurately delineating skin lesions","No","No","Not informed","Advancements in Skin Disease Diagnosis Through Machine Learning-Driven Lesion Segmentation Techniques"
"FUSCANet","Yes","New","Yes","Classification","Yes","Various","PAD-UFES-20, HAM10000, ISIC 2019 and a private dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Various (not specified)","Outperforms existing models on most evaluation metrics","Yes","No","Not informed","FUSCANet: Enhancing Skin Disease Classification through Feature Fusion and Spatial-Channel Attention Mechanisms"
"","","","","","","","","","","","","","","","","","","","","Securing AI of Healthcare: A Selective Review on Identifying and Preventing Adversarial Attacks"
"Not informed","No","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Not informed","[Title page]"
"Sequential Triple AttentionNet (STA)","Yes","New","No","Classification","Yes","Various","HAM10000, ISIC-2018","Not informed","Not informed","Not informed","Not informed","Yes (pre-trained CNN models)","Not informed","Yes","Accuracy","98.78% and 98.40%","Yes","No","","Multiscale Feature Fusion using Attention Mechanisms in Multiclass Skin Lesion Classification: A Comprehensive Study"
"Convolutional Neural Network (CNN) based skin cancer detection model","Yes","New","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Data augmentation and normalization","Train/Test split with Convolutional layers, Max pooling, Fully connected layers","No","Yes (data augmentation)","Not informed","Accuracy and AUC (Area Under the Curve)","Excellent accuracy and reliability on test set with substantial values for Accuracy and AUC","No","No","Not informed","Skin cancer severity analysis and prediction framework based on deep learning"
"Federated Contrastive Learning Framework","Yes","Adaptation","No","Classification","Yes","Various","ISIC dataset","Not informed","Not informed","Yes","Not informed","Yes","Yes","No","Accuracy (90%)","90% Accuracy","Yes","No","Lack of labeled data, visual similarity between skin diseases, restriction on private data sharing","Skin Lesion Intelligent Diagnosis in Edge Computing Networks: An FCL Approach"
"Transfer Learning in Residual U-Net (TLR-Net)","Yes","Adaptation","No","Segmentation","Yes","Melanoma and other forms of skin cancer","ISIC archive dataset","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","Yes","Precision, Recall and other metrics not specified in the abstract.","Precise delineation of skin lesions with computationally efficient results suitable for real-world applications.","Yes","No","Not informed","TLR-Net :Transfer Learning in Residual U-Net for Enhancing Skin Lesion Segmentation"
"Modified Pro-GAN","Yes","Adaptation","No","Segmentation","Not informed","Melanoma","HAM10,000","512x512 pixels","Not informed","Yes (U-Net)","PSNR, SSIM, Perceptual Loss","No","Minibatch standard deviation, pixel normalization, equalized learning rate, gradient penalty","Not informed","Accuracy (95%), Sensitivity (98%), Specificity (92.19%)","31.473 PSNR, 0.926 SSIM, 0.484 Perceptual Loss","No","Yes (HAM10,000)","","Generating Skin Lesion Hair Mask Pattern using Modified Pro-Gan"
"Hybrid model of VGG16 and ResNet-50 with SVM classifier","Yes","Adaptation","Yes","Classification","Yes","Melanoma and non-melanoma lesions","Two publicly accessible datasets of skin cancer photographs (3311 and 5000 photos)","Not informed","Not informed","Data splitting, normalization, reshaping, encoding, data augmentation","Accuracy-Loss plots, Confusion Matrix, Receiver Operating Characteristic (ROC) curves","Yes","Rotation, crop, flip","Yes","Accuracy","90.64% and 93.61%","Yes","No","Not informed","Skin Cancer Detection: Leveraging Hybrid Deep Learning Models and Traditional Machine Learning Classifiers"
"Domain-associated transfer learning approach using Vision Transformer (ViT) model","Yes","Adaptation","No","Classification","Not informed","Various","Hospital Italiano de Buenos Aires - Skin Lesions Images (2019–2022) and HAM10000","25,000","No","Yes","Train/Test split with fine-tuning on actual dataset","Yes","Yes (image data augmentation)","Not informed","Accuracy","74% Validation Accuracy","No","No","Overfitting and smaller training data size","Skin cancer detection using convolutional neural networks"
"Attention Augmented ConvNeXt","Yes","Adaptation","No","Classification and Segmentation","Yes","Various","HAM10000 dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy, Jaccard similarity index, F1-score","94.89% Accuracy on HAM10000 dataset","Yes","No","Not informed","SkinAACN: An Efficient Skin Lesion Classification Based on Attention Augmented ConvNeXt with Hybrid Loss Function"
"Multi-Scale Transformer Architecture","Yes","New","No","Classification","Yes","Various","ISIC 2017 dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy, AUC, F1-Score, Precision","Outperforms existing top-performing AI architectures on leading metrics","Yes","No","Scalability toward general medical image processing and incorporation of multimodal data","Multi-Scale Transformer Architecture for Accurate Medical Image Classification"
"Convolutional Neural Network (CNN)","Yes","New","No","Classification and Detection","Not informed","Various","Not specified","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not specified","Not informed","Yes","No","","Convolutional Neural Network Strategy for Skin Cancer Lesions Classifications and Detections"
"Score-Based Secure Biomedical Model","Yes","New","No","Segmentation","Not informed","Melanoma","ISIC 2016, ISIC 2017, PH dataset","Not informed","Not informed","Yes (Z-score-based local color correction)","Publicly available images from challenges and datasets","No","Not informed","Yes (with winners of ISBI 2016 and 2017 challenges)","Segmentation quality","Significant results over encrypted images compared to plain domain","Yes","No","Not informed","-Score-Based Secure Biomedical Model for Effective Skin Lesion Segmentation Over eHealth Cloud"
"CNN+ResNet","Yes","Adaptation","No","Classification","Not informed","Various","ISIC Archive and ISIC 2019-2020 dataset","9200","Yes","Not informed","Training and testing","No","Not informed","Yes","Accuracy, Precision","95% Accuracy with CNN+ResNet model on ISIC Archive dataset","Yes","No","","A grad-CAM and deep learning based image classification for skin diseases"
"","Yes","","","","","Melanoma","Not informed","Not informed","Not informed","Yes","Not informed","","","No","Accuracy, Precision, Recall, F1-score","Not informed","Yes","No","","Advancement In Melanoma Detection: A Comprehensive Review On Deep Learning Based Classification Approaches"
"Not informed","Yes","Adaptation","No","Classification","Yes","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","Yes","No","Challenges in the area, potential research directions","Skin Disease Diagnostic techniques using deep learning"
"Mobile application","Yes","New","No","Classification","Not informed","Melanoma","80 images (40 benign, 40 malignant)","80","Yes","Digital photography","Not informed","Not informed","Not informed","No","Accuracy (96%)","96% Accuracy","No","No","Not informed","Mobile application for the possible detection of melanoma in the skin by digital photography: A preliminary feasibility study"
"Hybrid CNN and transformer based deep learning model","Yes","New","Yes","Classification","No","Melanoma/Nonmelanoma (Nevus)","HAM10000 dataset","Not informed","Not informed","Not informed","Not informed","No","Not informed","Yes","Accuracy, Precision, Recall, Specificity","92.38% Accuracy","Yes","No","Not informed","An automated skin lesions classification using hybrid CNN and transformer based deep learning model"
"Hybrid task scheduling framework","Yes","Adaptation","No","Classification","Not informed","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Missed deadlines, resource utilization, power consumption","Reducing missed deadlines and optimizing resource utilization","Yes","No","","Hybrid Task Scheduling for Optimized Neural Network Inference on Skin Lesions in Resource-Constrained Systems"
"Analogical inference information from commonsense knowledge","No","New","Yes","Classification","Not informed","Not informed","ISIC2018 datasets","Not informed","Not informed","Not informed","Between-subjects study with five different experimental conditions","Not informed","Not informed","Yes","Perceived helpfulness of analogy-based explanations and user reliance on the AI system","Significant positive correlations between qualitative dimensions of analogies and perceived helpfulness of analogy-based explanations","No","Yes","Human intuition, perceived plausibility of analogies may have played a role in affecting user reliance on the AI system; need for further work on personalization when leveraging commonsense explanations","Opening the Analogical Portal to Explainability: Can Analogies Help Laypeople in AI-assisted Decision Making?"
"FE-HDC","No","New","Yes","Classification","Yes","Various","Not informed","Not informed","No","Yes","Not informed","Not informed","Not informed","Yes","Accuracy and Unfairness score","90% reduction in unfairness score with competitively high accuracy","No","Not informed","Vanilla HDC has severe bias due to its sensitivity to color information","Toward Fair and Efficient Hyperdimensional Computing"
"Bat Algorithm","Yes","New","No","Segmentation","Not informed","Melanoma and other skin lesions","Not informed","2 examples of medical images","Not informed","No pre/post-processing required","Not informed","Not informed","Not informed","Yes (polynomial approach)","Not informed","Outperforms polynomial approach","No state-of-the-art methods compared","No testing on different datasets","Only focused on rational Bézier curves","Computing rational border curves of melanoma and other skin lesions from medical images with bat algorithm"
"Improved Conformer","Yes","Adaptation","No","Classification","Yes","Not informed","DermNet dermatosis dataset","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy, Recall, F1 score","Outperforms traditional Conformer model in accuracy, recall and F1 score after the same number of training iterations.","Yes","No","Not informed","Skin Disease Detection Based on Improved Conformer"
"Morphological operators and inpainting","Yes","New","No","Segmentation","Not informed","Melanoma","PH2 datasets and synthetic images","Not informed","Not informed","Yes","Compared to DullRazor","No","Synthetic hair on skin images","Yes","Peak signal-to-noise ratio (PSNR)","Not informed","Yes","No","Not informed","Using morphological operators and inpainting for hair removal in dermoscopic images"
"Marcelle","Not informed","Adaptation","Yes","Classification","No","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Yes","Not informed","Not informed","Not informed","No","Limited by its current implementation and the need for further development","Marcelle: Composing Interactive Machine Learning Workflows and Interfaces"
"VISIA image-based approach","Yes","Adaptation","No","Classification","Not informed","Melanoma","VISIA image dataset",">1,000 images","Yes","No","Not informed","Not informed","Not informed","No","Accuracy (>80%)",">80% Accuracy","Yes","No","","Automatic Acne Classification using VISIA"
"Convolutional Neural Networks (CNN) combined with Colour Space Models","Yes","New","No","Classification","Not informed","Melanoma","Not informed","Not informed","Not informed","Yes (Data augmentation)","Transfer learning approaches","No","Rotation, crop, flip","Yes","Accuracy","91%","Yes (8-17% higher accuracy)","No","","Monkeypox Diagnosis with Convolutional Neural Networks Combined with Colour Space Models"
"Deep learning-based dermatology detection system","Yes","New","No","Classification","Not informed","Melanoma","Not informed","Not informed","Yes","Data augmentation techniques","Iterations and fine-tuning","No","Rotation, crop, flip (not specified)","Not informed","Accuracy","High accuracy (value not specified)","Yes","No","","A Deep Learning-Based Diagnostic Model for Skin Pigmentary Diseases in an IoT Smart Healthcare Environment"
"Multilevel Thresholding Approach","Yes","New","No","Segmentation","Not informed","Melanoma","Not informed","Not informed","Not informed","Yes","Not informed","No","Not informed","No","Recall (85.71%)","85.71% Recall","Yes","No","","A Multilevel Thresholding Approach for Acne Detection in Medical Treatment"
"Multi-modal Disease Diagnosis Virtual Assistant (MDD-VA)","Not informed","Adaptation","Yes","Disease diagnosis","No","Various","MDD-VA dataset (curated by authors)","Not informed","Not informed","Not informed","Automatic and human evaluation","No","Not informed","Yes (uni-modal baselines)","Not informed","Outperforms uni-modal baselines in both automatic and human evaluation","No information available on comparison with state-of-the-art methods","Yes (MDD-VA dataset)","Not informed","Dr. Can See: Towards a Multi-modal Disease Diagnosis Virtual Assistant"
"Not informed","No","Not informed","Not informed","Not informed","Not informed","Cutaneous T cell lymphoma and Sézary syndrome","25 patients with Sézary syndrome and 17 patients with other CTCLs","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","Yes","No","","The mutational landscape of cutaneous T cell lymphoma and Sézary syndrome"
"Scan line method and fuzzy relational method","Yes","New","No","Classification","Not informed","Melanoma","60 skin lesion images","60","Not informed","Yes","Not informed","Not informed","Not informed","No","Performance compared to recent literature","Better performance than other methods reported in the recent literature.","Yes","No","","Quantification of Fuzzy Borders and Fuzzy Asymmetry of Malignant Melanomas"
"","","","","","","","","","","","","","","","","","","","","Morphological Characterisation of Unstained and Intact Tissue Micro-architecture by X-ray Computed Micro- and Nano-Tomography"
"Not informed","Yes","Adaptation","No","Classification","Not informed","Various","ISIC, PH2, HAM10000 (not specified)","Not informed","Not informed","Yes","Not informed","Not informed","Not informed","No","Severity classification (not specified)","Not informed","Yes","No","Not informed","Skin Lesions Image Analysis Utilizing Smartphones and Cloud Platforms"
"ELM","Yes","New","No","Segmentation","Yes","Melasma","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Visual performance comparison with threshold based method","Better segmentation performance than conventional method","No","No","","Melasma Image Segmentation Using Extreme Learning Machine"
"","Yes","","","","","","","","","","","","","","","","","","","Photography in Acne: Skin Metrics"
"Not informed","No","Not informed","Not informed","Not informed","Not informed","Not informed","ISIC2018 datasets","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","Yes","","Bioengineering Methods and Skin Aging"
"Not informed","No","Not informed","Not informed","Review","Not informed","Not informed","MRI brain images","Not informed","Not informed","Skull stripping","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Presence of non-brain tissues in MRI brain images","Methods on Skull Stripping of MRI Head Scan Images—a Review"
"Discrete Frequency Infrared Technology","Yes","New","No","Classification","Not informed","Various","Unique dried liquid biopsies from brain, breast, lung and skin cancer patients (40 samples) + non-cancer controls (10)","16 serum spots","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Accuracy (up to 90%) and Relative Standard Deviation (RSD)","Up to 90% accuracy in 2.4 cumulative seconds for cancer classification","Not informed","No","None mentioned","Introducing Discrete Frequency Infrared Technology for High-Throughput Biofluid Screening"
"Agent-based stochastic model","Not informed","New","No","Classification","Yes","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","","Reconciling diverse mammalian pigmentation patterns with a fundamental mathematical model"
"Not informed","Yes","Not informed","No","Classification","Not informed","Melanoma and other skin cancers","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Not informed","Not informed","Yes","No","The depletion of the earth’s ozone layer also appears to be increasing the risk of developing skin cancer.","Review of Image Acquisition and Classification Methods on Early Detection of Skin Cancer"
"","No","","","","","Various","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","","","","","","","Fluorescence Lifetime Spectroscopy and Imaging Techniques in Medical Applications"
"Texture-based RSurf features","Yes","New","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Chan-Vese segmentation","Not informed","Not informed","Not informed","Yes","CNN classification accuracy","Promising results (no specific value mentioned)","No","No","","Efficient Melanoma Detection Using Texture-Based RSurf Features"
"","Yes","Not informed","No","Classification","Yes","Melanoma","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy","78% Accuracy for blue whitish veils, 84% for atypical vascular pattern and 86.5% for regression structures","Yes","No","","Blue Whitish Veil, Atypical Vascular Pattern and Regression Structures Detection in Skin Lesions Images"
"Not informed","Yes","Not informed","No","Classification","Not informed","Not informed","ISIC2018 datasets and others (not specified)","Not informed","Not informed","Yes, using power Doppler (PD) for blood flow detection in small vessels of superficial tissues such as nail and skin.","Not informed","No","Not informed","No","Not specified","Not specified","Yes, using US and VCP for assessing microvascular changes in psoriasis.","No","The findings are not still adequately standardized which reduces the confidence from clinicians on its application.","Imaging Tools in Skin and Nail Psoriasis"
"Speckle-modulating Optical Coherence Tomography (SM-OCT)","No","New","Yes","Segmentation/Classification","Not informed","Not informed","Living mice and humans","Not informed","Not informed","Yes (light manipulation)","Not informed","No","Yes (creating and averaging an unlimited number of scans with uncorrelated speckle patterns)","State-of-the-art speckle reduction methods","Not informed","Revealing small structures in tissues without compromising spatial resolution","Yes (conventional OCT and current state of the art speckle reduction methods)","No","None mentioned","Speckle-modulating optical coherence tomography in living mice and humans"
"Two-photon autofluorescence lifetime imaging","Yes","New","No","Segmentation","Not informed","Melanoma / Various","ISIC, PH2, HAM10000 etc.","Not informed","Yes","No","Train/Test split or cross-validation","Not informed","Not informed","Not informed","Fluorescence decay parameters distribution of collagen I and elastin in the dermal papillae, lifetime distribution was different for the inner area of dermal papillae around the capillary loop that was suggested to be due to collagen III.","Not informed","Yes","No","Alteration of collagen I and III content, cardiovascular complications have manifestations on the molecular level in the papillary dermis","Two-photon autofluorescence lifetime imaging of human skin papillary dermis in vivo: assessment of blood capillaries and structural proteins localization"
"PASIvision","","","","","","","","","","","","","","","","","","","","Design of an Algorithm for Automated, Computer-Guided PASI Measurements by Digital Image Analysis"
"","Yes","Not informed","No","Classification","Not informed","Various","ISIC2018 datasets","Not informed","Not informed","Polarized and non-polarized dermatoscopy","Not informed","Not informed","Not informed","Yes","Accuracy","Not informed","No","No","","Dermatoscopy of Neoplastic Skin Lesions: Recent Advances, Updates, and Revisions"
"","No","","","","","","","","","","","","","","","","","","","Shedding light on melanins within in situ human eye melanocytes using 2-photon microscopy profiling techniques"
"Gradient magnitude and foreground object marking","Yes","New","No","Segmentation","Not informed","Melanoma","European dataset of dermoscopic images","Not informed","Not informed","Yes","Not informed","Not informed","Not informed","No","Not informed","Not informed","Yes","No","Not informed","RETRACTED ARTICLE: Melanoma segmentation using bio-medical image analysis for smarter mobile healthcare"
"Variational Auto-Encoder and Zero Sample Augmentation","Yes","New","No","Classification","Not informed","Various","ISIC2018 datasets","Not informed","Not informed","Not informed","Incremental update training program based on wireless communications and networks","Not informed","Zero Sample Augmentation technology","No","Not informed","Effective diagnosis of skin diseases with small sample or zero sample data set","Yes","No","Difficulty in collecting a large amount of valid data for rare diseases","Small sample-based disease diagnosis model acquisition in medical human-centered computing"
