"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"GTCM based melanoma detection approach","Yes","Adaptation","No","Detection","Gray features and texture features extracted from gray covariance matrix generated from enhanced image","Melanoma","Not informed","2","No","Yes (Multi level gray filters)","GTCM measure based on training set similarity","No","Not informed","Yes","Performance of melanoma detection and false classification ratio (not specified)","Improved performance in detecting melanoma with reduced false classification ratio","No","No","","GTCM based skin lesion melanoma disease detection approach for optimal classification of medical images"
"Deep Convolutional Encoder-Decoders with Aggregated Multi-Resolution Skip Connections","Yes","New","Yes (Pyramid pooling modules in deep skip connections)","Segmentation","Deep convolutional encoder-decoders with aggregated multi-resolution skip connections","Melanoma and other skin cancers","ISIC 2018: Skin Lesion Analysis Towards Melanoma Detection grand challenge dataset","32","Not informed","No","Jaccard index (0.837)","No","Not informed","Yes (U-Net)","Accuracy, Jaccard index","Highest validation accuracy with a Jaccard index of 0.837","No","No","","Deep convolutional encoder-decoders with aggregated multi-resolution skip connections for skin lesion segmentation"
"Not applicable","Yes","Not applicable","No","Survey and discussion of early detection methods","Not applicable","Melanoma skin cancer","Not specified","13","No","Not informed","Discussion and comparison of various methods (not applicable)","Not applicable","Not informed","Yes (discussion of merits and demerits of different methods)","Not specified","Discussion and comparison of various early detection methods for melanoma skin cancer","No","No","","A Survey work on Early Detection methods of Melanoma Skin Cancer"
"Adaptive OTSU Thresholding hardware (AOTh)","Yes","New","No","Segmentation","OTSU thresholding method with adaptive implementation","Melanoma and non-melanoma skin cancer","Benchmark images (not specified)","18","Not informed","No","Jaccard coefficient, CPU time","No","Not informed","Yes","Jaccard coefficient and CPU time","Effective result for image segmentation (not specified)","No","No","","A hardware implementation of OTSU thresholding method for skin cancer image segmentation"
"Clinical framework for automated detection of melanocytes related pigmented skin lesions","Yes","Adaptation","No","Detection and classification","Chroma based deformable models, dermoscopic criteria analysis","Melanoma and non-melanoma skin lesions","ISBI and PH2 datasets (31 images)","Not informed","No","Yes (lesion regions localization, chroma based deformable models)","Accuracy, sensitivity, specificity on ISBI and PH2 datasets (88%, 95% and 82%; 97%, 97% and 100%)","No","Not informed","Yes","Accuracy, sensitivity, specificity","Highest accuracy of 98%","No","Yes (ISBI and PH2 datasets)","","Automated detection of melanocytes related pigmented skin lesions: A clinical framework"
"New method for border irregularity assessment","Yes","Adaptation","No","Segmentation and feature detection","Analyzing curvature of object's border, analyzing object's skeleton in graph representation","Skin cancer (melanocytic lesions)","25 skin whole slide images of common melanocytic lesions","1","Not informed","No","Jaccard similarity coefficient (0.798), manual segmentation comparison","No","Not informed","Yes","Accuracy, Jaccard similarity coefficient","83% correct detection of retes (projections of epidermis)","No","No","","A new approach to border irregularity assessment with application in skin pathology"
"Object Scale-Oriented Fully Convolutional Neural Networks (OSO–FCNs)","Yes","Adaptation","No","Segmentation","VGG-16 adapted to fully convolutional networks (FCNs)","Melanoma and other skin cancers","ISIC2016 dataset provided by the International Skin Imaging Collaboration (ISIC)","31","Not informed","Yes, simple preprocessing for boundary-level annotations","Comparison with state-of-the-art algorithms and metrics not specified","No","Not informed","Yes","Segmentation accuracy (not specified)","Higher or very close to the performances of other algorithms in segmentation accuracy","No","No","","Skin lesion segmentation using object scale-oriented fully convolutional neural networks"
"Multi-scale contrast based skin lesion segmentation","Yes","Adaptation","No","Segmentation","Histogram-based difference, spatial coherence, regional background connectivity, feature weighting scheme","Melanoma and other skin cancers","Two standard datasets (not specified)","22","Not informed","No","Experiments on two standard datasets, comparison with state-of-the-art methods","No","Not informed","Yes (state-of-the-art methods)","Segmentation rates and accuracy of lesion segmentation","Accurate lesion segmentation, outperforms state-of-the-art methods with high segmentation rates","Yes","No","","Multi-scale contrast based skin lesion segmentation in digital images"
"Integrated model of FrCN and ResNet-50","Yes","New","Yes (FrCN for segmentation, ResNet-50 for classification)","Segmentation and Classification","Full Resolution Convolutional Network (FrCN) and Deep Residual Networks (ResNet-50)","Melanoma and other skin cancers","ISIC 2017 challenge dataset","23","Not informed","No","Accuracy, Jaccard similarity index (94.03%, 77.11%) for segmentation; Accuracy and F1-score (81.57%, 75.75%) for classification","No","Not informed","Yes","Accuracy, Jaccard similarity index, F1-score","Highest accuracy of 94.03% and average Jaccard similarity index of 77.11%","No","Yes (ISIC 2017 challenge dataset)","","A Deep Learning Model Integrating FrCN and Residual Convolutional Networks for Skin Lesion Segmentation and Classification"
"Adversarial Networks based Segmentation Architecture","Yes","New","No","Segmentation","U-net and Discrimination Network linked by convolutional layers","Melanoma and other skin cancers","PH2 dataset, ISBI 2016 challenge dataset (Skin Lesion Analysis Toward Melanoma Detection)","33","Not informed","No","Average accuracy and Dice coefficient (0.97, 0.94)","No","Not informed","Yes","Segmentation average accuracy and Dice coefficient","Outperformed other existed segmentation networks, including winner of ISBI 2016 challenge for skin melanoma segmentation.","Yes","No","","Segmentation of dermoscopy image using adversarial networks"
"Digital Processing of Optical Images","Yes","Adaptation","No","Differentiation and diagnosis","Five parameters: diameter, area, color, shape, border sharpness","Pigmented skin lesions (melanoma)","360 digital images of in vivo skin pigment lesions","6","Not informed","Yes (color and spatial calibration)","Sensitivity and specificity (97% and 95%)","No","Not informed","Yes","Probability of malignant transformation, sensitivity and specificity","Highest accuracy with a probability of malignant transformation (not specified)","No","No","","Differentiation of Pigmented Skin Lesions Based on Digital Processing of Optical Images"
"Local Edge-Enhanced Active Contour","Yes","New","No","Segmentation","Smoothed particle hydrodynamic (SPH) kernels as edge features in active contours segmentation","Skin cancer, especially pigmented lesions","Not informed","16","No","No","Dice score and Jaccard score (0.886 ±0.094, 0.807 ±0.133)","No","Not informed","Yes","Dice score and Jaccard score","Highest Dice score of 0.886 ±0.094 and highest Jaccard score of 0.807 ±0.133 compared to other state-of-the-art methods.","Yes","No","","Local edge-enhanced active contour for accurate skin lesion border detection"
"","Yes","","","","","Psoriasis (not cancer)","Not informed","53","Not informed","No","Systematic review of dermoscopic features in psoriasis","No","Not informed","Yes (systematic review)","","Dermoscopy is a useful tool in differential diagnosis of psoriasis","No","No","","Dermoscopic features of psoriasis of the skin, scalp and nails – a systematic review"
"Colour, Texture and Border Features","Yes","Adaptation","No","Classification","Colour, texture, border features","Melanoma and other skin cancers","Not informed","2","No","Yes (for birthmark mole detection)","Probability of occurrence of birthmark, classification as benign or malignant","No","Not informed","Yes","Classification accuracy (benign/malignant)","Improved detection of skin cancer and birthmark mole with colour, texture and border features","No","No","","Melanoma Classification and Birthmark Mole Detection on Clinical Images"
"Stacked Adversarial Learning","Yes","New","Yes (Generative adversarial networks and fully convolutional networks)","Segmentation","Deep neural networks with adversarial learning concepts","Melanoma and other skin cancers","ISIC 2017 dataset (27 images)","Not informed","Not informed","No","Comparison with existing state-of-the-art methods on ISIC 2017 skin lesion segmentation challenge dataset","Yes (adding outputs to FCN training data)","Not informed","Yes","Accuracy and robustness compared to existing state-of-the-art methods","More accurate and robust than existing skin lesion segmentation challenge dataset (not specified)","Yes","No","","Improving skin lesion segmentation via stacked adversarial learning"
"Fully Convolutional Neural Networks","Yes","New","No","Segmentation and Classification","Interpolated feature maps from several intermediate network layers","Melanoma","ISIC-ISBI Part 2: Dermoscopic Feature Classification Task dataset","46","Not informed","No","Area under the receiver operator characteristic curve score (0.895%) and fuzzy Jaccard Index","No","Not informed","Yes","Dice-F1 score, Area under the receiver operator characteristic curve score, Fuzzy Jaccard Index","Ranked first place in the challenge with a 0.895% area under the receiver operator characteristic curve score","Yes (ranked higher than state-of-the-art approaches)","No","","Fully Convolutional Neural Networks to Detect Clinical Dermoscopic Features"
"Dense Deconvolutional Network (DDN)","Yes","New","Yes (Residual learning, Chained Residual Pooling, Hierarchical Supervision)","Segmentation","Dense Deconvolutional Layers (DDLs), Chained Residual Pooling (CRP), Hierarchical Supervision (HS)","Skin lesions","ISBI 2016 and 2017 skin lesion challenge datasets","144","Not informed","No","State-of-the-art methods comparison (not specified)","No","Not informed","Yes","Segmentation results on ISBI 2016 and 2017 datasets","Superior segmentation results over state-of-the-art methods (not specified)","Yes","No","","Dense Deconvolutional Network for Skin Lesion Segmentation"
"LF-SLIC and SP-SIFT for lesion segmentation, combined with image registration","Yes","Adaptation","Yes (superpixels techniques)","Segmentation and Registration","LF-SLIC and SP-SIFT for lesion segmentation, combined with image registration","Skin cancer","ISIC 2017 challenge dataset","77","Not informed","No","Lesion-size feature evaluation (case study)","No","Not informed","Yes","Accuracy of lesion segmentation and registration, Lesion-size feature extraction","Best reported results for ISIC 2017 challenge dataset (not specified)","No","No","","Accurate Segmentation and Registration of Skin Lesion Images to Evaluate Lesion Change"
"Convolutional Neural Network","Yes","Adaptation","No","Classification","Preprocessed clinical images using convolutional neural network","Melanoma","Not informed","35","No","Yes (Artifact reduction)","Two categories: benign or malignant","No","Not informed","Yes","Classification accuracy","Maximized classification accuracy (not specified)","No","No","","Automatic Diagnosis of Skin Cancer Using Neural Networks"
"Ensemble Modeling (Feedforward Neural Network, KNN classification, LeNet-5 CNN architecture, VGG-11 CNN architecture)","Yes","Adaptation","Yes (ensemble of four models)","Classification","Image Histogram Classification using KNN, LeNet-5 and VGG-11 CNN architectures","Melanoma and other skin cancers","ISIC Archive dataset (Benign: Nevus, Seborrheic Keratosis; Malignant: Melanoma, Carcinoma)","14","Not informed","Yes (region of interest segmentation in hairy images)","Real-time results using MATLAB GUI","No","Not informed","Yes","Accuracy, not specified","Early detection of melanoma with real-time results (not specified)","No","No","","Real-time recognition of malignant skin lesions using ensemble modeling"
"SDI+ algorithm","Yes","New","No","Segmentation","Unsupervised algorithm for dermoscopic image segmentation","Malignant skin lesions (not specified)","ISIC 2017 dataset","27","Not informed","Yes (pre-processing of artifacts, dark skin lesion handling)","Experimental results and comparisons on ISIC 2017 dataset","No","Not informed","Yes","Accuracy (not specified) for dark skin lesions, handling of confounding factors","High accuracy on dark skin lesions and ability to handle several cases with confounding factors","No","No","","SDI+: A Novel Algorithm for Segmenting Dermoscopic Images"
"New color augmentation method","Yes","Adaptation","No","Segmentation","Deep learning (not specified)","Various types of skin cancer","Histological images acquired via Whole Slide Imaging","37","Not informed","Yes (Color transfer and geometric transformation)","Segmentation performance on histological images of human skin","No","Yes (New color augmentation method)","Yes","Not specified","Improved segmentation performance when combined with geometric transformation","No","No","","A new color augmentation method for deep learning segmentation of histological images"
"YCbCr color space, k-means clustering and Haralic texture features","Yes","Adaptation","No","Classification","Texture Haralic 13 feature extraction using YCbCr color space and k-means clustering","Melanoma (Acral Lentiginous Melanoma, Nodular melanoma, Superficial spreading melanoma)","Not informed","5","No","Yes (Segmentation and detection of skin color using YCbCr color space)","SVM, ANN, R-F classifier comparison (87.05%, 75%, 90%)","No","Not informed","Yes","Accuracy of classification using SVM, ANN and R-F classifier","Highest accuracy (90%) achieved by R-F classifier for melanoma types classification","No","No","","Automated Melanoma Types and Stages Classification for dermoscopy images"
"Iterative Learning Framework for Noisy-Labeled Medical Images","Yes","Adaptation","No","Classification","Deep neural networks (DNNs)","Melanoma and other skin cancers","Not informed","96","No","No","Uncertainty sample mining, Sample re-weighting strategy (not specified)","No","Not informed","Yes","Classification accuracy on skin lesion classification task","Very promising results achieved in the paper, but specific metrics not specified.","No","No","","Robust learning at noisy labeled medical images: Applied to skin lesion classification"
"Multi-task U-Net","Yes","New","Yes (Classification and Segmentation tasks)","Segmentation","U-Net architecture with multi-task learning","Melanoma","ISIC 2018 Challenges task 2 dataset","37","Not informed","No","Jaccard index (0.433) on official test data","No","Not informed","Yes","Jaccard index and other metrics not specified","5th place on the final leaderboard with a Jaccard index of 0.433","No","No","","Lesion attributes segmentation for melanoma detection with multi-task u-net"
"Computer Aided Diagnosis (CAD) method","Yes","Adaptation","No","Segmentation and measurement","Histogram and high frequency features for lymph node segmentation, nuclei analysis for proliferation index calculation","Skin melanoma","76 different lymph node images (not specified)","27","Not informed","No","Accuracy and error rate of segmentation and proliferation index calculation methods","No","Not informed","Yes","Segmentation accuracy, error rate of proliferation index measurement (more than 90%, less than 1.5%)","Highest segmentation accuracy and lowest error rate in proliferation index calculation methods","No","No","","Novel lymph node segmentation and proliferation index measurement for skin melanoma biopsy images"
"Combination of ABCD rule and pre-trained CNNs","Yes","Adaptation","Yes (ABCD rule + Pre-trained CNNs)","Classification","Pre-trained Convolutional Neural Networks (CNNs) features and ABCD rule descriptor","Melanoma","New database created by joining two distinct databases from literature","27","Not informed","No","Accuracy rate and Kappa index (94.9% and 89.2%)","Yes (Pre-trained CNNs)","Not informed","Yes","Accuracy rate, Kappa index","Excellent performance with accuracy rate of 94.9% and Kappa index of 89.2%","No","No","","ABCD rule and pre-trained CNNs for melanoma diagnosis"
"Multivariate Statistical Tests","Yes","Adaptation","No","Classification","HSV color, shape, and texture features","Melanoma (initial stage and advanced stage)","Not informed","3","No","Yes (Region of interest identification and segmentation)","Multivariate parametric statistical tests (Equality of Covariance Matrices, Equality of Mean Vectors, Tests of Hypothesis)","No","Not informed","Yes","Average correct classification rate (92.67%, 91.67%, 92.57%)","Highest average correct classification rate of 92.67%","No","No","","Melanoma image classification based on color, shape, and texture features using multivariate statistical tests"
"Enhanced Convolutional-Deconvolutional Networks","Yes","New","Yes (Multiple color spaces)","Segmentation","Deep fully convolutional neural networks with smaller kernels and multiple color information","Melanoma","ISBI 2017 skin lesion segmentation challenge dataset","182","Not informed","No","Jaccard Index (0.765) on testing images, ranked first among 21 final submissions in the challenge","No","Not informed","Yes","Average Jaccard Index and ranking (1st place)","Highest average Jaccard Index of 0.765 on testing images, ranked first among 21 final submissions in the challenge","No","Yes","","Improving Dermoscopic Image Segmentation With Enhanced Convolutional-Deconvolutional Networks"
"Computerized tools for melanoma detection","Yes","Adaptation","No","Detection and diagnosis","Image analysis, dermoscopy images","Melanoma","Not informed","19","Not informed","No","Literature survey, expert opinions (not specified)","No","Not informed","Yes","Diagnostic accuracy, awareness raising","Advancements in computer-aided diagnosis methods for melanoma detection and early screening (not specified)","No","No","","Recent advancement in the early detection of melanoma using computerized tools: An image analysis perspective"
"Multiple Instance Learning (MIL) framework","Yes","New","No","Detection and Localization of Blue-White Structures (BWS)","Probabilistic graphical model with region-based representation","Melanoma","Challenging dataset (not specified)","16","Not informed","No","State-of-the-art techniques comparison and performance metrics (not specified)","No","Not informed","Yes","Performance on BWS detection and localization task","Outperformed state-of-the-art techniques in terms of performance (not specified)","Yes","No","","Learning to Detect Blue-White Structures in Dermoscopy Images With Weak Supervision"
"Hierarchical Deep Learning Architecture","Yes","New","No","Classification","Deep learning architecture with hierarchical classification","Various types of skin cancer","Not informed","41","Not informed","No","Hierarchical diagnosis with one-vs-all approach comparison","No","Not informed","Yes (one-vs-all approach)","Accuracy, precision, recall and F1-score","Improved accuracy with hierarchical diagnosis compared to one-vs-all approach","No","No","","Deep learning for skin cancer diagnosis with hierarchical architectures"
"Deep learning and transfer learning","Yes","Adaptation","No","Classification","VGG16 network with deep learning and transfer learning","Various types of skin lesions (pustule, macule, nodule, papule, plaque)","Not informed","1","No","No","Accuracy for different classes of primary morphological elements (76.00%, 77.50%, 81.67%)","Yes","Not informed","Yes","Accuracy, precision and recall for different classes of primary morphological elements","Highest accuracy (81.67%) for classification of nodule, papule and plaque","No","No","","IMAGE CLASSIFICATION OF PRIMARY MORPHOLOGICAL ELEMENTS OF SKIN LESIONS; [КЛАССИФИКАЦИЯ ИЗОБРАЖЕНИЙ ПЕРВИЧНЫХ ЭЛЕМЕНТОВ КОЖНОЙ СЫПИ]"
"DermaKNet","Yes","Adaptation","Yes (CNN with specific subsystems modeling properties of skin lesions)","Diagnosis","Convolutional Neural Networks (CNN) and hand-crafted features","Melanoma and other skin cancers","Not informed","121","Not informed","No","Performance improvement (not specified)","No","Not informed","Yes","Interpretability of diagnosis and performance metrics (not specified)","Improved interpretability and performance compared to traditional CNN-based CAD systems","No","No","","DermaKNet: Incorporating the Knowledge of Dermatologists to Convolutional Neural Networks for Skin Lesion Diagnosis"
"Fuzzy C-Means","Yes","Adaptation","No","Detection and Segmentation","Gaussian Filter, Fuzzy C means for feature extraction","Melanoma","DermQuest dataset (99.21%), DermIS Dataset (96.05%), ISIC 2016 dataset (96.48%)","9","Not informed","Yes (Gaussian Filter)","Ground Truth and segmented image comparison, accuracy values up to 99.21%, 96.05% and 96.48%","No","Not informed","Yes","Accuracy (up to 99.21%), Precision, Recall, F1-score not specified)","Highest accuracy of up to 99.21% for DermQuest dataset","No","Yes","","Automatic Detection and Segmentation of Melanoma using Fuzzy C-Means"
"Deep Region Based Convolutional Neural Network (RCNN) with Fuzzy C-Means Clustering","Yes","New","Yes (RCNN and FCM clustering)","Segmentation","Deep region based convolutional neural network (RCNN)","Melanoma","ISIC-2016 dataset with 900 training images and 376 testing images","182","Not informed","No","Pixel level specificity, sensitivity, F1 score, accuracy (0.9417, 0.9781, 0.9589, 0.948), Dice score and Jaccard coefficient (0.94, 0.93)","No","Not informed","Yes","Pixel level specificity, sensitivity, F1 score, accuracy, Dice score and Jaccard coefficient","Highest pixel level specificity (0.9417), sensitivity (0.9781) and F1 score (0.9589)","Yes","No","","Melanoma lesion detection and segmentation using deep region based convolutional neural network and fuzzy C-means clustering"
"Coupling deep fully convolutional networks and shallow network with textons","Yes","New","Yes (Deep FCNs and Shallow Network)","Segmentation","Deep Fully Convolutional Networks (FCNs) with shallow network for texton extraction","Melanoma","ISBI 2016 and ISBI 2017 skin lesion challenge datasets","49","Not informed","No","Comparative evidence with state-of-the-art methods (not specified)","No","Not required","Yes","Accuracy for lesion segmentation","Gained accuracy by coupling prior knowledge with deep FCNs, effective model generalization compared to other state-of-the-art methods.","Yes","No","","Automatic skin lesion segmentation by coupling deep fully convolutional networks and shallow network with textons"
"Computational Neural Network (CNN)","Yes","Adaptation","No","Diagnosis","Convolutional processing combined with artificial intelligence or neural networks","Melanocytic lesions and skin cancer","Not informed","29","Not informed","Yes (lesion segmentation, extraction of domain-specific visual features)","Not specified","No","Not informed","No","Not specified","Improved diagnosis in dermatology (not specific)","No","No","","Computational neural network in melanocytic lesions diagnosis: artificial intelligence to improve diagnosis in dermatology?"
"Decision-Augmented Generative Adversarial Network","Yes","New","Yes (Generative adversarial network and decision-augmentation)","Segmentation","Encoder-decoder network with residual blocks and atrous convolution as the generator","Skin lesions","ISIC skin lesion challenge datasets in 2017","12","Not informed","No","Two discriminators to distinguish generated masks from ground truth jointly","No","Not informed","Yes (CNN-based supervised methods)","Segmentation performance (not specified)","Favorable segmentation performance compared to other CNN-based supervised methods","No","No","","Decision-augmented generative adversarial network for skin lesion segmentation"
"Aggregated Deep Convolutional Features","Yes","New","Yes (Deep learning and local descriptor encoding strategy)","Classification","Residual neural network pretrained on a large natural image dataset, Fisher vector encoding","Melanoma","ISBI 2016 Skin lesion challenge dataset","213","Not informed","No","Support vector machine with a Chi-squared kernel, publicly available ISBI 2016 Skin lesion challenge dataset comparison","Yes (Pretrained on large natural image dataset)","Not informed","Yes","Accuracy and other metrics not specified","Superiority over state-of-the-art methods using ISBI 2016 Skin lesion challenge dataset","Yes","No","","Melanoma Recognition in Dermoscopy Images via Aggregated Deep Convolutional Features"
