"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Segment Anything Model (SAM)","Yes, including skin lesion images","Existing model, evaluated in zero-shot learning context","No, SAM used as a standalone model","Evaluation of SAM's performance in medical imaging segmentation","Not specified, inherent to the SAM model","Skin lesions and other medical conditions","Six diverse medical imaging datasets, including Breast Ultrasound Images dataset","Not informed","Not informed","Not specified","Comparison with existing benchmarks and SOTA models","Zero-shot learning context, no training on target datasets","Eight unique prompting strategies employed to evaluate SAM's adaptability","Yes, comparison with existing benchmarks and SOTA models","Segmentation performance, including accuracy and robustness","SAM outperformed SOTA models on the Breast Ultrasound Images dataset","Yes, SAM compared to state-of-the-art models in medical imaging segmentation","Yes, six diverse medical imaging datasets evaluated","Challenges with datasets having indistinct boundaries and inconsistent annotations","Zero-shot performance of the Segment Anything Model (SAM) in 2D medical imaging: A comprehensive evaluation and practical guidelines"
"FairDisCo: Fairer AI in Dermatology via Disentanglement Contrastive Learning","Yes","New, disentanglement deep learning framework with contrastive learning","Yes, combining disentanglement and contrastive learning","Fairer skin lesion diagnosis via removal of sensitive attributes (skin-type information)","Yes, using an additional network branch to enhance feature extraction","Skin lesions, including various types","Fitzpatrick17k and Diverse Dermatology Images (DDI) datasets","Not informed","Yes, the datasets have different skin types to address ethnic disparity","Not informed","Comparison with three fairness methods: resampling, reweighting, and attribute-aware","Not informed","Not informed","Yes, compared to three fairness methods","DPM (Demographic Parity Metric) and EOM (Equal Opportunity Metric), highlighting skin-type bias in skin lesion classification","FairDisCo demonstrates fairer and superior performance on skin lesion classification tasks","Yes, compared to state-of-the-art fairness methods","Yes, tested on two datasets: Fitzpatrick17k and DDI","Not informed","FairDisCo: Fairer AI in Dermatology via Disentanglement Contrastive Learning"
"Generalizable Dataset Distillation-based Federated Learning (GDD-FL) framework","Yes","New, using generalization dataset distillation method","Yes, combining federated learning and dataset distillation","Communication-efficient federated skin lesion classification","Yes, using uncertain Gaussian distribution to model image features","Skin lesion","Large skin lesion classification dataset","Not informed","Not informed","Not informed","Comparison with existing dataset distillation methods and powerful baselines","Not informed","Yes, using synthetic images generated by GDD method","Yes, compared to classical FL method and other baselines","Classification performance","GDD-FL framework consistently outperforms existing methods","Yes","No","Not informed","Communication-Efficient Federated Skin Lesion Classification with Generalizable Dataset Distillation"
"CGAN-based synthetic dermoscopy images and classification with deep lightweight CNN (MobileNetv2)","Yes","New, combining CGAN and MobileNetv2","Yes, combining CGAN for data augmentation and MobileNetv2 for classification","Classification of skin lesions","Yes, using MobileNetv2","Skin lesion (general)","PAD UFES-20 dataset","Not informed","No, class-imbalance dataset, addressed by CGAN-based data augmentation","CGAN-based synthetic image generation for minority classes","Comparison of performance with and without synthetic data augmentation","Not informed","Yes, using CGAN to generate synthetic images for minority classes","Yes, comparison of performance with and without synthetic data augmentation","Average accuracy and recall value","6% improvement in average accuracy and 5% improvement in recall value with synthetic data augmentation","Not informed","No, only PAD UFES-20 dataset used","Class-imbalance problem in the dataset, addressed by CGAN-based data augmentation","Generating CGAN-based Synthetic Dermoscopy Images and Classifying with Deep Lightweight CNN"
"VisionTransformer (ViT) network classification model","Yes","New, based on VisionTransformer","No","Classification of skin cancer images","Yes, using ViT network","Skin cancer","Not specified","Not informed","Not informed","Not informed","Evaluation on a dataset","Not informed","Not informed","No, compared to traditional CNN","Accuracy","85.3% accuracy on the dataset","Not informed","No","Not informed","A Method for Classification of Skin Cancer Based on VisionTransformer"
"Pruning-assisted medical image localization","Yes","New, using pruning to identify hard-to-learn training samples","Yes, combining supervised, semi-supervised, and weakly-supervised settings","Pathology localization in medical images","Not specified, but uses deep neural networks (DNNs)","Skin lesion","Not informed, but used for Skin Lesion Localization task","Not informed","No, addresses class imbalance and implicit imbalances in data","Not specified","Comparison of localization performance with and without pruning-assisted method","Mentions using transfer learning architectures (e.g., [15])","Not informed","Yes, compares to traditional methods without pruning-assisted approach","Localization performance improvement (∼2-3%)","Significant improvement in localization performance by attending to hard-to-learn training samples","Not informed","No, but tested in multiple training settings (supervised, semi-supervised, weakly-supervised)","Not specified","Attend Who is Weak: Pruning-assisted Medical Image Localization under Sophisticated and Implicit Imbalances"
"Deep Convolution Neural Network (DCNN) for skin disease classification and detection","Yes","New, using Convolution neural network (CNN)","No","Classification and detection of skin diseases at an earlier stage","Yes, extracting important features from pre-processed skin images","Not specified, general skin disease","Not informed","Not informed","Not informed","Yes, using processing techniques for skin diseases images","Not informed","Not informed","Not informed","No","Accuracy of classification and detection","Up to 98% accuracy in detecting six different disease types","Not informed","No","Not informed","Early Skin Disease Identification Using Deep Neural Network"
"Federated Model Aggregation via Self-supervised Priors (Fed-MAS)","Yes","New, using self-supervised auxiliary networks","Yes, combining federated learning with self-supervised priors","Highly imbalanced medical image classification, including skin lesions","Yes, using pre-trained models like MoCo-V2 for intra-class variations","Skin lesions and other medical images (e.g., gastrointestinal)","Publicly available datasets with highly imbalanced data","Not informed","No, dealing with highly imbalanced datasets","Not informed","Evaluation of global model optimization and robustness","Yes, using pre-trained models like MoCo-V2 for self-supervised priors","Not informed","Not specified, but Fed-MAS can be used with different local learning methods","Robustness and unbiasedness of the global model","Fed-MAS yields a highly robust and unbiased global model for medical image classification","Not informed","Yes, publicly available datasets with highly imbalanced data","Not specified, but code is made available for further development","Federated Model Aggregation via Self-supervised Priors for Highly Imbalanced Medical Image Classification"
"Machine learning model for skin cancer classification","Yes","Not specified, various machine learning methods used","No","Classification of skin diseases using machine learning","Not informed","Various skin diseases, including skin cancer","ISIC archive and DermNet datasets","Not informed","Not informed","Not informed","Evaluation using accuracy and Area Under the Curve (AUC) metrics","Not informed","Not informed","No, but achieved state-of-the-art results on DermNet dataset","Accuracy and AUC","93% average accuracy and 99% AUC on ISIC archives, 80% accuracy and 98% AUC on DermNet","Yes, achieved state-of-the-art results on DermNet dataset","Yes, evaluated on both ISIC archive and DermNet datasets","Not informed","Skin cancer classification using machine learning"
"Tuned EfficientNetV2L based classifier with data augmentation","Yes","Adaptation, using pre-trained EfficientNetV2L architecture","Yes, combining transfer learning and data augmentation","Skin disease prediction through classification","Yes, using pre-trained EfficientNetV2L architecture","Melanoma and other skin diseases","Collection of medical images and associated data of skin lesions from various sources","Not informed","Yes, dataset balanced through data augmentation","Data augmentation techniques used to balance the dataset","Comparison between default dataset structure and balanced dataset","Yes, using pre-trained EfficientNetV2L architecture","Yes, used to balance the dataset","Yes, comparison between default dataset structure and balanced dataset","Accuracy, precision, and recall","Balanced dataset improves the performance of transfer learning for skin disease prediction","Not informed","No","Not informed","Data Balancing through Data Augmentation to Improve Transfer Learning Performance for Skin Disease Prediction"
"Class-Enhancement Contrastive Learning (ECL)","Yes","New","Yes, combining contrastive learning and class-enhancement techniques","Long-tailed skin lesion classification","Yes, using a hybrid-proxy model to generate class-dependent proxies","Skin lesions","Not specified, but experimental results on imbalanced skin lesion data are presented","Not informed","No, the dataset is imbalanced","Not informed","Comparison with other methods on imbalanced skin lesion classification task","Not informed","Not informed","Yes, comparison with supervised contrastive learning (SCL) based methods","Classification performance on imbalanced skin lesion data","The proposed ECL method demonstrates superiority and effectiveness in long-tailed skin lesion classification","Yes, the proposed method outperforms other SCL-based methods","No","Not informed","ECL: Class-Enhancement Contrastive Learning for Long-Tailed Skin Lesion Classification"
"AI-Based Multiclass Classification of Skin Diseases using Convolutional Neural Network (CNN)","Yes","New, CNN-based architecture","No","Classification of skin diseases in dermoscopy images","Yes, using convolutional layers","Melanoma, and other skin diseases such as eczema and psoriasis","Not specified, but a dataset of skin disease images was collected","Not informed","Not informed","Not informed","Evaluation on test set","Not informed","Not informed","No, but compared to traditional diagnosis methods","Accuracy of classification","High accuracy in classifying various skin diseases","Not applicable","No","Not informed, but potential to improve patient outcomes and decrease diagnosis time and cost","AI-Based Multiclass Classification of Skin Diseases in Dermoscopy Images Using Convolutional Neural Network"
"Real-Time Deep Learning Framework for dermatology image classification","Yes","New, using knowledge distillation techniques","Yes, combining data augmentation and knowledge distillation","Dermatology image classification on low-power embedded devices","Not specified","Skin disease","Open-access skin disease classification dataset","Not informed","Concerns regarding accuracy disparities across different demographic groups","Data augmentation with Gaussian white noise to generate synthetic data samples","Comprehensive experimentation on the open-access skin disease classification dataset","Yes, using knowledge distillation techniques","Yes, using Gaussian white noise to generate synthetic data samples","Not specified","Overall accuracy, fairness for different demographic groups, and inference latency on low-power embedded devices","Significant enhancement of DL model performance on low-power embedded devices","Not informed","No","Concerns regarding accuracy disparities across different demographic groups","Real-Time Deep Learning Framework for Dermatology Image Classification on Low-Power Embedded Devices"
"OPT-MobileNet (Optimum MobileNet)","Yes","New, based on CNN classifier","No","Carcinogenic classification of human skin mole","Yes, using deep learning approach","Melanoma and other skin cancers","Not specified","Not informed","Not informed","Not informed","Comparison with state-of-the-art NN models","Not informed","Not informed","Yes, compared to other CNN models","Accuracy and efficiency in carcinogenic structure identification","Proposed method confirmed to identify skin mole type with optimum amount of time and classify it to its exact class","Yes","Not informed","Not informed","OPT-MobileNet: A Deep Learning Approach for Carcinogenic Classification of Human Skin mole"
"Not applicable, review of denoising techniques for dermoscopy images","Yes","Not informed","No","Evaluation of denoising techniques for dermoscopy images","No","Skin lesions, general skin cancer","Dermoscopy image datasets with speckle or Gaussian noise","Not informed","Not informed","Denoising techniques applied to images","Visual and quantitative analysis using different metrics","Not applicable","Not applicable","Yes, comparison of denoising techniques","Quantitative metrics for image quality evaluation","Each denoising technique has its own disadvantages and advantages","Not applicable","No","Need for a comprehensive review of denoising approaches specifically for dermoscopy images","Evaluation of denoising techniques to remove speckle and Gaussian noise from dermoscopy images"
"Dual Transfer Learning (DTL) approach","Yes, skin cancer images in the ISIC2020 dataset","Adaptation, using pre-trained models with fine-tuning","Yes, combining transfer learning and data augmentation","Improving performance of pre-trained models on medical image classification tasks","Yes, using pre-trained models and fine-tuning","Skin cancer and breast cancer","ISIC2020 skin cancer images and ICIAR2018 breast cancer images","Not informed","No, datasets are imbalanced, data augmentation used to balance classes","Data augmentation techniques used to increase number of samples and balance classes","Comparison of performance with and without data augmentation","Yes, using pre-trained models and fine-tuning on target task","Yes, used to balance classes and increase number of samples","Yes, comparison of performance with and without data augmentation","Accuracy, precision, recall, F1-score, sensitivity, and specificity","Xception model obtained highest performance on skin cancer images in ISIC2020 dataset (96.83% accuracy) and breast cancer images in ICIAR2018 dataset (99% accuracy)","Not informed","Yes, tested on two datasets: ISIC2020 skin cancer images and ICIAR2018 breast cancer images","Not informed","Incorporating a Novel Dual Transfer Learning Approach for Medical Images"
"Online Tiger Claw Region Based Segmentation (OTCRBS)","Yes","New","No","Automatic skin tumor detection and segmentation","Yes, using computed tomography (CT) images","Benign or malignant skin tumors","Not specified, but used CT tumor images of the skin","Not informed","Not informed","Not informed","Comparative analysis with different segmentation methods","No","Not informed","Yes, compared to existing segmentation methods","Accuracy and computation time","98.68% accuracy for benign nodules and 97.71% accuracy for malignant nodules, with a computation time of 7.65 s","Yes, outperformed existing segmentation methods","No","Not informed","Automatic Skin Tumor Detection Using Online Tiger Claw Region Based Segmentation–A Novel Comparative Technique"
"Pixel affinity adaptive expansion model","Yes","New","Yes, combining self-Adaptation expansion module and pixel pair characteristics","Weakly supervised skin image segmentation","Yes, using class activation map","Not specified, general skin images","ISIC 2016 and ISIC 2017 datasets","Not informed","Not informed","Not informed","Comparison with existing weakly supervised semantic segmentation algorithms","Not informed","Not informed","Yes, comparison with most existing weakly supervised semantic segmentation algorithms","MIoU, Dice-score, accuracy rate, and recall rate","Achieved State of the arts (Sota) on ISIC 2016 and ISIC 2017 datasets with MIoU of 63.24% and 50.43%, respectively","Yes, achieved Sota on the two skin datasets","Yes, tested on ISIC 2016 and ISIC 2017 datasets","Not informed","A pixel affinity adaptive expansion weakly supervised skin image segmentation method"
"Hybrid Convolutional Neural Network with SVM Classifier","Yes","New, hybrid CNN strategies","Yes, combining CNN and SVM","Classification of skin lesions into benign or malignancy","Yes, using CNN to extract features","Skin cancer, including atopic dermatitis, mycosis fungoides, impetigo, and herpesvirus contagion","ISBI 2016 public dataset","Not informed","Not informed","Automatic removal of lesions and segmentation of skin area images using CNN","Comparison with traditional CNN strategies and evaluation against a reference set of labels from a dermatology specialist","Not informed","Not informed","Yes, comparison with standard CNN models","Accuracy, sensitivity, and specificity","Proposed models achieved an accuracy of 88.02% and 87.43%, outperforming traditional CNN strategies","Yes, compared to standard CNN models","No, only tested on ISBI 2016 public dataset","Not informed","Skin Cancer Classification using A Hybrid Convolutional Neural Network with SVM Classifier"
"R-MNet architecture for hair inpainting","Yes, improvement of dermoscopic image quality","New, using GAN-based architectures and machine learning algorithms","Yes, combining different hair inpainting methods","Hair inpainting for improving dermoscopic image quality","Not specified","Melanoma","Skin_Hair dataset and ISIC dataset","252 dermoscopic images","Not informed","Artificial hair addition to dermoscopic images","Comparison of different hair inpainting methods using image quality assessment metrics","Not specified","Not specified","Yes, comparison between Navier-Stokes, Telea, Hair_SinGAN and R-MNet architectures","MSE, PSNR, UQI, SSIM","R-MNet architecture achieved the highest SSIM score of 0.960","Yes, setting a benchmark for future research on hair detection and reconstruction tasks","No, but will be expanded over time","Not informed","Skin_Hair Dataset: Setting the Benchmark for Effective Hair Inpainting Methods for Improving the Image Quality of Dermoscopic Images"
"Multi-approach deep learning system for skin disease detection","Yes","Adaptation, using Inception V3, Inception Resnet V2, and Mobile Net architectures","Yes, combining multiple deep learning approaches","Automated skin disease detection and classification","Yes, using computer vision and deep learning techniques","Not specified, general skin diseases","Publicly accessible image recognition datasets (not specified)","Not informed","Not informed","Not informed","Comparison of performance across three networks","Yes, using pre-trained architectures with modifications for skin disease detection","Not informed","No","Accuracy of skin disease prediction","Highest accuracy achieved by combining predictions from the three networks","Not informed","No","Not informed","A Skin Disease Detection using various methods of Deep Learning- a Comprehensive Approach"
"UneLRPt: A Light Network in Medical Image Segmentation","Yes, skin tissues segmentation","New, combining U-Net with multi-layer bottleneck and partial convolution","Yes, combining U-Net with attention mechanism and other techniques","Medical image segmentation, specifically for breast and skin tissues","Yes, using channel mixing function and partial convolution","Not specified, general medical image segmentation","Two public datasets involving two organs (breast and skin tissues) and two imaging modes (ultrasound and original images)","Not informed","Not informed","Not informed","Comparison with U-Net on two public datasets","Not informed","Not informed","Yes, comparison with U-Net","Mean intersection over union (IoU) and accuracy","UneLRPt decreases parameters and FLOPs by 97.308% and 86.619% respectively while maintaining high IoU and accuracy","Yes, comparison with U-Net","Yes, two public datasets involving different organs and imaging modes","Not informed","UneLRPt: A Light Network in Medical Image Segmentation"
"OpenPCS-Class, a feature space-based approach for Out-of-Distribution (OOD) detection","Yes","New","No","Out-of-Distribution detection in skin lesion classification","Yes, using a feature space-based approach","Skin lesions","Not specified, but evaluated on different OOD datasets","Not informed","Not informed","Not informed","Comparison with other OOD detection methods and evaluation of different model architectures","Not informed","Not informed","Yes, compared to important OOD detection methods","FPR95 (False Positive Rate at 95% recall) and AUROC (Area Under the Receiver Operating Characteristic curve)","OpenPCS-Class outperformed other methods with FPR95 of 48.4% and AUROC of 5.3%","Yes, compared to state-of-the-art OOD detection methods","Yes, evaluated on different OOD datasets","Not informed","A Feature-Based Out-of-Distribution Detection Approach in Skin Lesion Classification"
"EfficientNetV2 B0 with transfer learning","Yes","Adaptation, using pre-trained EfficientNet V2 B0 model","No","Classification of skin moles as benign or malignant","Yes, using convolutional neural network","Skin cancer (malignant skin moles)","Not specified, but used dermatological images","Not informed","Not informed","Not informed","Comparison with industry norms","Yes, using pre-trained EfficientNet V2 B0 model","Not informed","Yes, compared to industry norms","Classification accuracy","98.7% classification accuracy","Yes, outperformed industry norms","No","Not informed","Transformative AI in Skin Care: The Synergy of Transfer Learning and EfficientNetV2 B0"
"Transfer learning approach using pre-trained VGG19 model","Yes","Adaptation, using pre-trained VGG19 deep learning model","No","Detection and identification of skin diseases","Yes, using transfer learning from pre-trained VGG19 model","Skin carcinoma","International Skin Imaging Collaboration (ISIC) dataset","2655 images","No, classified into 3 categories with different number of images","Yes, input image will be preprocessed and segmented","Tested on 3 scenarios","Yes, using pre-trained VGG19 model","Not informed","No","Accuracy and F1 measure","Accuracy: 0.85-0.84, F1 measure: 0.93-0.93, and 0.87-0.86 for 3 test scenarios","Not informed","No","Not informed","Skin Diseases Detection with Transfer Learning"
"YOLOv8 algorithm for cancer diagnosis using medical imaging","Yes, includes skin cancer","Adaptation, fine-tuning of YOLOv8 algorithm","No","Diagnosing various cancer types, including skin cancer","Yes, using object detection capabilities of YOLOv8","Multiple cancer types, including Acute Lymphoblastic Leukemia, Cervical, Lung, Colon, Oral, and Skin cancers","Diverse and well-annotated medical image datasets","Not informed","Not informed","Yes, collection and preprocessing of medical image datasets","Comprehensive evaluation using established metrics","Yes, fine-tuning of YOLOv8 algorithm on medical image datasets","Not informed","No","Established metrics for evaluating model performance","Not informed, study aims to investigate the applicability of YOLOv8 algorithm","Not applicable","Yes, diverse medical image datasets","Not informed","The Art of YOLOv8 Algorithm in Cancer Diagnosis using Medical Imaging"
"HI-MViT, a lightweight network for explainable skin disease classification based on Modified MobileViT","Yes","New, using Improved-MV2 and MobileViT block","No","Explainable skin disease high-precision classification","Yes, using semantic feature dimensionality reduction visualization and class activation mapping visualization methods","Skin disease, including various types of skin lesions","ISIC-2018 dataset, ISIC-2017 dataset, PH2 dataset","Not informed","Not informed","Not informed","Comparison with top five algorithms of ISIC-2018 Task 3 and ConvNeXt","No","Not informed","Yes, compared to top five algorithms of ISIC-2018 Task 3 and ConvNeXt","F1-Score, Accuracy, Average Precision (AP), area under the curve (AUC)","HI-MViT achieved scores of 0.931, 0.932, 0.961, and 0.977 on F1-Score, Accuracy, AP, and AUC respectively","Yes, outperformed top five algorithms of ISIC-2018 Task 3 and ConvNeXt","Yes, tested on ISIC-2017 dataset and PH2 dataset","Not informed","HI-MViT: A lightweight model for explainable skin disease classification based on modified MobileViT"
"ResNet50 for multi-class classification of skin diseases","Yes","Adaptation, using pre-trained ResNet50 architecture","No","Classification of seven types of skin diseases","Yes, using convolutional neural network","Various skin diseases (akiec, bbc, bkl, df, mel, vasc, and nv)","HAM10000 dataset","Not informed","Not informed","Not informed","Evaluation using accuracy, precision, recall, and F1-score performance metrics","Yes, using pre-trained ResNet50 architecture","Not informed","No","Accuracy, precision, recall, and F1-score","91.71% accuracy on test data, with high precision (91.89%), recall (92.04%), and F1-score (91.87%)","Not informed","No","Not informed","Multi-Class Classification of Skin Diseases Using ResNet50"
"FedLSM: a framework for federated learning with label set mismatch","Yes, skin lesion diagnosis","New, adopting different training strategies and class-wise adaptive aggregation","Yes, utilizing unlabeled or partially labeled data and adapting to missing labels","Medical image classification with label set mismatch in federated learning","Not specified","Skin lesion","Two public real-world medical image datasets: chest X-ray (CXR) diagnosis and skin lesion diagnosis","10,015 dermoscopy images for skin lesion diagnosis","Not informed","Not specified","Comparison with other state-of-the-art FL algorithms","Not specified","Not specified","Yes, compared to other state-of-the-art FL algorithms","Performance on medical image classification tasks","FedLSM significantly outperformed other state-of-the-art FL algorithms","Yes","Yes, two different datasets: CXR diagnosis and skin lesion diagnosis","Not informed","Scale Federated Learning for Label Set Mismatch in Medical Image Classification"
"Various deep learning techniques for cancer detection","Yes, including skin cancer","New, using convolutional neural networks (CNNs) and other DL algorithms","No, focusing on individual DL models and techniques","Early detection of cancer using deep learning techniques","Yes, using image segmentation and feature extraction techniques","Various types of cancer, including breast cancer, skin cancer, and gastrointestinal cancer","Not specified, but mentions the need for comprehensive databases","Not informed","Not informed","Not informed","Not informed","Not informed","Not informed","No, focusing on the application of DL techniques in cancer detection","Not specified, but mentions the importance of accuracy and reliability","DL algorithms have excelled in identification, segmentation, extraction of features, and classifying cancer images","No","No","Lack of suitable digitized environment, dearth of comprehensive databases, and lack of resilience to pathological aspects of medical images","Detection of Cancer Using Deep Learning Techniques"
"Reveal to Revise (R2R) framework for iterative bias correction","Yes, skin cancer detection","Not informed, applicable to various architectures (VGG, ResNet, EfficientNet)","Yes, combining multiple methods for model correction (RRR, CDEP, ClArC)","Iterative identification and mitigation of spurious model behavior","Not informed","Melanoma","Medical benchmark datasets for Melanoma detection and bone age estimation","Not informed","Not informed","Not informed","Evaluation of model performance and sensitivity towards artifacts","Not informed","Not informed, includes synthetic variants in a controlled setting","No, focuses on iterative bias correction","Model performance and remaining sensitivity towards artifacts","Successful identification and mitigation of real dataset-intrinsic artifacts and synthetic variants","Not informed","Yes, two medical benchmark datasets","Not informed","Reveal to Revise: An Explainable AI Life Cycle for Iterative Bias Correction of Deep Models"
"ConvNeXt-ST-AFF: A novel skin disease classification model based on fusion of ConvNeXt and Swin Transformer","Yes","New, combining ConvNeXt and Swin Transformer","Yes, fusing local and global features using Attentional Feature Fusion (AFF) submodules","Automatic classification of dermatological images","Yes, using pretrained ConvNeXt and Swin Transformer networks","Skin disease","Two datasets (not specified)","Not informed","Not informed","Denoising module to reduce artifacts and improve image contrast","Comparison with original ConvNeXt, Swin Transformer, and other state-of-the-art models","Yes, using pretrained ConvNeXt and Swin Transformer networks","Not informed","Yes, compared to original ConvNeXt, Swin Transformer, and other state-of-the-art models","Multiple evaluation metrics (not specified)","Higher classification ability compared to baseline models","Yes","Yes, two datasets","Not informed","ConvNeXt-ST-AFF: A Novel Skin Disease Classification Model Based on Fusion of ConvNeXt and Swin Transformer"
"Novel class discovery framework for skin lesions clustering","Yes","New","Yes, combining contrastive learning and uncertainty-aware multi-view cross pseudo-supervision","Automatic discovery of new semantic classes from dermoscopy image datasets","Yes, using contrastive learning to learn robust feature representation","Skin lesions","ISIC 2019 dermatology dataset","Not informed","Not informed","Not informed","Extensive experiments and ablation studies","Yes, leveraging knowledge from known categories to discover new semantic categories","Not informed","No","Clustering performance for unknown categories","Effective discovery of new semantic categories using the proposed framework","Not informed","No, only tested on ISIC 2019 dataset","Not informed","Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering"
"Convolutional neural network (AKCNN) for detection of actinic keratosis","Yes","Adaptation, using pre-trained VGG16 convolution part","No","Detection of actinic keratosis in clinical images of cutaneous field cancerization","Yes, using convolutional neural network","Actinic keratosis","19739 AK image patches, 43067 SK/LS image patches, and 12,205 healthy skin image patches from 46 patients","63911 image patches","No, class imbalance between AK, SK/LS, and healthy skin","Cross-polarized digital photographs of afflicted skin surfaces","Patch classification using macro averaged F1 score and region-based F1 (aF1) score","Yes, using pre-trained VGG16 convolution part","Not informed","No","Macro averaged F1 score and adapted region-based F1 (aF1) score","AKCNN exhibited a macro F1 of 0.78 at patch level and a region-based aF1 of 0.81","Not informed","No","Class imbalance between AK, SK/LS, and healthy skin classes","A convolutional neural network based system for detection of actinic keratosis in clinical images of cutaneous field cancerization"
"Not applicable, conference proceedings","Yes, skin lesion segmentation mentioned as one of the topics","Not informed","No","Not specified, various topics discussed in the conference proceedings","Not applicable","Skin lesions","Not informed","Not informed","Not informed","Not informed","Not applicable","Not informed","Not informed","No","Not applicable","Not applicable","Not applicable","No","Not informed","2023 1st IEEE Afro-Mediterranean Conference on Artificial Intelligence, AMCAI 2023 - Proceedings"
"Convolutional Neural Network ResNet 50 for precise segmentation and detection of melanoma","Yes","Adaptation, using pre-trained ResNet 50 architecture","No","Detection and diagnosis of skin diseases, including melanoma","Yes, using Convolutional Neural Network techniques","Melanoma and other skin tumors (sarcomas)","Not informed","Not informed","Not informed","Innovative technique for preparing data, facilitating feature extraction and classification","Not informed","Yes, using pre-trained ResNet 50 architecture","Not informed","No","Not informed","Machine learning approaches can effectively enhance automation of decision-making in assessing skin diseases and tumors","Not informed","No","Not informed","Melanoma Unveiled: Harnessing Convolutional Neural Network ResNet 50 for Precise Segmentation and Detection"
"Self-supervised learning method for dermoscopy images classification","Yes","New, using rotation prediction pretext task and instance discrimination task","Yes, combining context features and instance semantic information","Classification of skin diseases from dermoscopic images","Yes, using self-supervised learning to extract context and instance-level features","Skin disease, including various types of skin lesions","Unmarked dermoscopy images","Not informed","Not informed","Not informed","Comparison with initial skin disease detection model","Yes, using self-supervised learning to improve classification accuracy","Rotation prediction pretext task can be considered as a form of data augmentation","Not informed","Classification accuracy","Improved classification results by fusing context and instance-level features","Not informed","No","Not informed","Dermoscopic images classification based on context and instance-level feature of self-supervised learning"
"Multi-scale attention network with Bayesian optimization","Yes, segmenting skin lesion images","New, combining deep learning and probabilistic machine learning","Yes, combining attention modules and Bayesian optimization","Medical image segmentation, including skin lesions","Yes, using diverse attention modules to capture relevant information at different scales","Skin lesion","ISIC 2017, LUNGS, NERVE, Skin Lesion, and CHEST datasets","Not informed","Not informed","Not informed","Comparison with state-of-the-art methods on multiple datasets","Not informed","Not informed","Yes, comparison with other architectures and attention modules","Segmentation accuracy on multiple datasets","State-of-the-art results achieved on ISIC 2017, LUNGS, NERVE, Skin Lesion, and CHEST datasets","Yes","Yes, five different medical image datasets","Not informed","Improving multi-scale attention networks: Bayesian optimization for segmenting medical images"
"Two-Phase Evolutionary Convolutional Neural Network Architecture Search (TPEvo-CNN)","Yes","New, automatically designed using neural architecture search","Yes, combining differential evolution and genetic algorithm","Medical image classification","Yes, using convolutional neural networks","Skin cancer, pneumonia, COVID-19","Six medical image datasets (pneumonia, skin cancer, and four COVID-19 datasets)","Not informed","Not informed","Not informed","Comparison with existing hand-crafted, pre-trained, and NAS-based CNN models","Not informed","Not informed","Yes, compared to existing hand-crafted, pre-trained, and NAS-based CNN models","Classification metrics (e.g., accuracy), confusion matrix, radar plots, statistical analysis","TPEvo-CNN model outperformed existing models in terms of classification performance","Yes","Yes, six different medical image datasets","Not informed","Two-Phase Evolutionary Convolutional Neural Network Architecture Search for Medical Image Classification"
"Fuzzy Uncertainty-Based Out-of-Distribution Detection Algorithm","Yes","New","Yes, combining test-time augmentation and Monte Carlo dropout","Out-of-distribution detection for semantic segmentation","No","Skin lesion","Not specified, but tested on three OOD test sets","Not informed","Not informed","Test-time augmentation","Comparison with state-of-the-art uncertainty-based algorithms","Not informed","Yes, test-time augmentation","Yes, compared to three other state-of-the-art uncertainty-based algorithms","Classification accuracy in detecting OOD samples","Significantly higher classification accuracy than state-of-the-art algorithms","Yes","Yes, tested on three OOD test sets","Not informed","Fuzzy Uncertainty-Based Out-of-Distribution Detection Algorithm for Semantic Segmentation"
"Automatic artifact removal from dermoscopic images using segmentation and inpainting algorithms","Yes","New, comprehensive study of different segmentation and inpainting algorithms","Yes, combining segmentation and inpainting techniques","Artifact removal from dermoscopic images for skin cancer diagnosis","Not specified","Skin cancer","Artificially created dataset based on ISIC database modification","Not informed","Not informed","Not specified","Qualitative and quantitative analysis of framework performance at different stages","Not informed","Not informed, but dataset was artificially created based on ISIC database modification","Yes, evaluation of proposed methods against other segmentation and inpainting algorithms","Dice score for hair segmentation and Peak signal-to-noise ratio (PSNR) for image inpainting","0.59 Dice score on hair segmentation and 51.36 PSNR in image inpainting","Not informed","No, but used an artificially created dataset based on ISIC database modification","Not specified","Automatic Artifact Removal from Dermoscopic Images"
